school_name,school_type,address,homepage
한가람고등학교,고등학교,서울특별시 양천구 목동서로 15,http://www.hangaram.hs.kr
한강미디어고등학교,고등학교,서울특별시 영등포구 선유로55길 22,http://www.hangang-ech.hs.kr
한광고등학교,고등학교,서울특별시 강서구 등촌로13길 110,www.hankwang.hs.kr
한국삼육고등학교,고등학교,서울특별시 노원구 화랑로 815,https://sahmyook.sen.hs.kr
한서고등학교,고등학교,서울특별시 강서구 양천로11길 47,http://hanseo.hs.kr
한성고등학교,고등학교,서울특별시 서대문구 북아현로1길 24,http://hanseong.sen.hs.kr
한성과학고등학교,고등학교,서울특별시 서대문구 통일로 279-79,https://hansungsh.sen.hs.kr
한성여자고등학교,고등학교,서울특별시 성북구 삼선교로16길 117,http://www.hansung-g.sen.hs.kr
한세사이버보안고등학교,고등학교,서울특별시 마포구 마포대로11길 44-80,http://www.hansei.org
한양공업고등학교,고등학교,서울특별시 중구 을지로 299,http://www.hanyang.hs.kr
한양대학교사범대학부속고등학교,고등학교,서울특별시 성동구 마조로 42,http://www.hanyang-u.hs.kr/
한영고등학교,고등학교,서울특별시 강동구 동남로 832,http://hanyoung.hs.kr
한영외국어고등학교,고등학교,서울특별시 강동구 동남로 832,http://hyfl.sen.hs.kr
해성국제컨벤션고등학교,고등학교,서울특별시 동대문구 전농로20길 31,http://www.haesung.hs.kr
해성여자고등학교,고등학교,서울특별시 동대문구 전농로20길 31,http://haesung-g.hs.kr
현대고등학교,고등학교,서울특별시 강남구 압구정로 127,http://www.hyundai.hs.kr
혜성여자고등학교,고등학교,서울특별시 노원구 노원로16길 2,http://www.hyesung.hs.kr
혜원여자고등학교,고등학교,서울특별시 중랑구 봉우재로58길 39,http://hyewon.sen.hs.kr
혜화여자고등학교,고등학교,서울특별시 강북구 인수봉로 127,http://hyehwa-h.sen.hs.kr
홍익대학교사범대학부속고등학교,고등학교,서울특별시 성북구 성북로14가길 23,hongik.sen.hs.kr
홍익대학교사범대학부속여자고등학교,고등학교,서울특별시 마포구 성미산로 51,http://hongik68.sen.hs.kr
홍익디자인고등학교,고등학교,서울특별시 마포구 성미산로 111,http://hid.sen.hs.kr
화곡고등학교,고등학교,서울특별시 강서구 강서로45길 69,http://hwagok.sen.hs.kr
화곡보건경영고등학교,고등학교,서울특별시 강서구 강서로45길 70,http://www.hwagok-gii.hs.kr
환일고등학교,고등학교,서울특별시 중구 환일길 47,https://www.hwanil.hs.kr
효문고등학교,고등학교,서울특별시 도봉구 우이천로 432,http://hyomun.sen.hs.kr
휘경공업고등학교,고등학교,서울특별시 동대문구 겸재로 21,http://hgt.sen.hs.kr
휘경여자고등학교,고등학교,서울특별시 동대문구 한천로 247,http://hwikyung.sen.hs.kr
휘문고등학교,고등학교,서울특별시 강남구 역삼로 541,http://www.whimoon.hs.kr/
휘봉고등학교,고등학교,서울특별시 동대문구 한천로 290,http://hwibong.sen.hs.kr
