built_year,apt_name,security_deposit,monthly_rent,contract_date,lease_term,net_leasable_area,address,legal_code,floor,ward
2020,백련산해모로,56000,0,20240706,24.07~26.07,74.94,서울특별시 은평구 응암동,1138010700,16,은평구
2021,녹번역e편한세상캐슬,15000,160,20240706,24.08~26.08,59.96,서울특별시 은평구 응암동,1138010700,2,은평구
2021,녹번역e편한세상캐슬,5000,180,20240706,24.09~26.09,44.85,서울특별시 은평구 응암동,1138010700,9,은평구
2021,녹번역e편한세상캐슬,48510,0,20240706,24.07~26.07,59.97,서울특별시 은평구 응암동,1138010700,14,은평구
2011,백련산힐스테이트2차,48000,0,20240708,24.08~26.08,59.63,서울특별시 은평구 응암동,1138010700,4,은평구
2011,백련산힐스테이트1차,48000,0,20240708,24.08~26.08,84.59,서울특별시 은평구 응암동,1138010700,9,은평구
2018,백련산힐스테이트4차,27300,0,20240708,,59.98,서울특별시 은평구 응암동,1138010700,2,은평구
2014,응암아네스트,1000,55,20240709,24.07~25.07,13.6793,서울특별시 은평구 응암동,1138010700,14,은평구
2021,백련산파크자이,50000,0,20240709,24.07~26.07,59.905,서울특별시 은평구 응암동,1138010700,15,은평구
2021,녹번역e편한세상캐슬,55000,0,20240710,24.08~26.08,59.96,서울특별시 은평구 응암동,1138010700,1,은평구
2020,위산일리온시티,30700,0,20240711,24.08~26.08,26.9,서울특별시 은평구 응암동,1138010700,13,은평구
2021,녹번역e편한세상캐슬,33420,120,20240711,24.08~24.09,99.76,서울특별시 은평구 응암동,1138010700,4,은평구
2021,녹번역e편한세상캐슬,5000,270,20240711,24.07~25.07,84.98,서울특별시 은평구 응암동,1138010700,15,은평구
2021,녹번역e편한세상캐슬,81000,0,20240711,24.10~26.10,99.76,서울특별시 은평구 응암동,1138010700,4,은평구
2021,백련산파크자이,41000,0,20240712,24.08~26.08,84.901,서울특별시 은평구 응암동,1138010700,2,은평구
2021,백련산파크자이,61000,0,20240712,24.09~26.09,84.669,서울특별시 은평구 응암동,1138010700,8,은평구
2018,백련산힐스테이트4차,60000,0,20240712,24.09~26.09,84.98,서울특별시 은평구 응암동,1138010700,5,은평구
2021,백련산파크자이,51500,0,20240712,24.08~26.08,59.789,서울특별시 은평구 응암동,1138010700,1,은평구
2021,녹번역e편한세상캐슬,62000,0,20240712,24.08~26.08,59.97,서울특별시 은평구 응암동,1138010700,15,은평구
2021,녹번역e편한세상캐슬,68250,900,20240713,24.06~26.06,99.76,서울특별시 은평구 응암동,1138010700,21,은평구
2020,백련산에스케이뷰아이파크,57000,0,20240713,24.09~26.09,59.8545,서울특별시 은평구 응암동,1138010700,9,은평구
2021,녹번역e편한세상캐슬,56000,0,20240713,24.08~26.08,59.96,서울특별시 은평구 응암동,1138010700,9,은평구
2018,백련산힐스테이트4차,48000,0,20240713,24.07~26.07,84.98,서울특별시 은평구 응암동,1138010700,13,은평구
2020,백련산에스케이뷰아이파크,57000,0,20240713,,59.8545,서울특별시 은평구 응암동,1138010700,9,은평구
2021,백련산파크자이,10000,150,20240713,24.08~26.08,59.789,서울특별시 은평구 응암동,1138010700,2,은평구
2011,백련산힐스테이트1차,50000,0,20240714,,59.63,서울특별시 은평구 응암동,1138010700,9,은평구
2021,녹번역e편한세상캐슬,50000,0,20240714,24.07~26.07,59.96,서울특별시 은평구 응암동,1138010700,21,은평구
2021,녹번역e편한세상캐슬,46700,0,20240714,24.07~26.07,59.96,서울특별시 은평구 응암동,1138010700,6,은평구
2021,녹번역e편한세상캐슬,40000,44,20240715,24.07~26.07,59.94,서울특별시 은평구 응암동,1138010700,17,은평구
2018,백련산힐스테이트4차,28743,0,20240715,24.07~26.07,59.98,서울특별시 은평구 응암동,1138010700,2,은평구
2021,녹번역e편한세상캐슬,15000,166,20240716,24.08~26.08,59.96,서울특별시 은평구 응암동,1138010700,9,은평구
2011,백련산힐스테이트2차,55000,0,20240716,24.07~26.07,84.59,서울특별시 은평구 응암동,1138010700,5,은평구
2022,힐스테이트녹번역,10843,27,20240717,,39.12,서울특별시 은평구 응암동,1138010700,4,은평구
2003,한국리치빌,42000,0,20240701,24.06~26.06,84.8408,서울특별시 은평구 역촌동,1138010800,7,은평구
2002,소망,9530,0,20240702,24.08~26.08,43.88,서울특별시 은평구 역촌동,1138010800,6,은평구
2006,미랜드,49300,0,20240715,24.10~26.10,84.94,서울특별시 은평구 역촌동,1138010800,13,은평구
1987,미성,31000,0,20240702,24.08~26.08,83.27,서울특별시 은평구 신사동,1138010900,6,은평구
1987,미성,31000,0,20240702,24.08~26.08,83.27,서울특별시 강남구 신사동,1168010700,6,강남구
1992,라이프씨티,27000,0,20240704,24.10~26.10,59.32,서울특별시 은평구 신사동,1138010900,3,은평구
1992,라이프씨티,27000,0,20240704,24.10~26.10,59.32,서울특별시 강남구 신사동,1168010700,3,강남구
2000,신사성원,45000,0,20240705,24.10~26.10,84.96,서울특별시 은평구 신사동,1138010900,14,은평구
2000,신사성원,45000,0,20240705,24.10~26.10,84.96,서울특별시 강남구 신사동,1168010700,14,강남구
1987,미성,18000,21,20240708,24.08~26.08,63.53,서울특별시 은평구 신사동,1138010900,6,은평구
1987,미성,18000,21,20240708,24.08~26.08,63.53,서울특별시 강남구 신사동,1168010700,6,강남구
1987,미성,33000,0,20240710,24.08~26.08,83.27,서울특별시 은평구 신사동,1138010900,1,은평구
1987,미성,33000,0,20240710,24.08~26.08,83.27,서울특별시 강남구 신사동,1168010700,1,강남구
1988,신성,25000,0,20240710,24.09~26.09,61.32,서울특별시 은평구 신사동,1138010900,12,은평구
1988,신성,25000,0,20240710,24.09~26.09,61.32,서울특별시 강남구 신사동,1168010700,12,강남구
2003,신사동한신휴플러스,20000,90,20240712,24.09~26.09,84.65,서울특별시 은평구 신사동,1138010900,2,은평구
2003,신사동한신휴플러스,20000,90,20240712,24.09~26.09,84.65,서울특별시 강남구 신사동,1168010700,2,강남구
2019,응암역효성해링턴플레이스,48000,0,20240712,24.08~26.08,71.99,서울특별시 은평구 신사동,1138010900,1,은평구
2019,응암역효성해링턴플레이스,48000,0,20240712,24.08~26.08,71.99,서울특별시 강남구 신사동,1168010700,1,강남구
2019,응암역효성해링턴플레이스,48000,0,20240713,24.08~26.08,59.94,서울특별시 은평구 신사동,1138010900,9,은평구
2019,응암역효성해링턴플레이스,48000,0,20240713,24.08~26.08,59.94,서울특별시 강남구 신사동,1168010700,9,강남구
1997,현대1,36000,0,20240713,24.09~26.09,84.17,서울특별시 은평구 신사동,1138010900,8,은평구
1997,현대1,36000,0,20240713,24.09~26.09,84.17,서울특별시 강남구 신사동,1168010700,8,강남구
2003,신사동한신휴플러스,46000,0,20240715,24.09~26.09,84.65,서울특별시 은평구 신사동,1138010900,6,은평구
2003,신사동한신휴플러스,46000,0,20240715,24.09~26.09,84.65,서울특별시 강남구 신사동,1168010700,6,강남구
1997,형진,25000,0,20240717,24.08~26.08,63.56,서울특별시 은평구 신사동,1138010900,1,은평구
1997,형진,25000,0,20240717,24.08~26.08,63.56,서울특별시 강남구 신사동,1168010700,1,강남구
2023,DMC센트럴자이(3단지),70000,0,20240703,24.08~26.08,84.85,서울특별시 은평구 증산동,1138011000,19,은평구
2000,DMC우방,55000,0,20240704,24.09~26.09,84.99,서울특별시 은평구 증산동,1138011000,23,은평구
2004,자선메르시안(164-17),29000,0,20240705,24.08~26.08,80.39,서울특별시 은평구 증산동,1138011000,3,은평구
2023,DMC센트럴자이(3단지),77000,0,20240705,24.07~26.07,84.97,서울특별시 은평구 증산동,1138011000,12,은평구
2000,DMC우방,48000,0,20240706,24.07~26.07,84.99,서울특별시 은평구 증산동,1138011000,20,은평구
2023,DMC센트럴자이(3단지),70000,0,20240713,24.08~26.08,84.96,서울특별시 은평구 증산동,1138011000,13,은평구
2011,디오반,9400,10,20240715,24.08~26.08,14.46,서울특별시 은평구 증산동,1138011000,6,은평구
2011,디오반,9400,10,20240715,24.08~26.08,14.46,서울특별시 은평구 증산동,1138011000,6,은평구
2019,은뜨락,10478,37,20240701,,39.487,서울특별시 은평구 진관동,1138011400,11,은평구
2019,은뜨락,10478,37,20240701,,39.487,서울특별시 은평구 진관동,1138011400,4,은평구
2019,은뜨락,11664,43,20240701,,44.44,서울특별시 은평구 진관동,1138011400,12,은평구
2008,상림마을8단지롯데캐슬(821~830동)BL1-12,58000,0,20240701,24.08~26.08,84.79,서울특별시 은평구 진관동,1138011400,5,은평구
2019,은뜨락,11664,43,20240701,,44.44,서울특별시 은평구 진관동,1138011400,11,은평구
2010,은평뉴타운 제각말 푸르지오(5-4단지),20000,0,20240702,24.07~26.07,84.89,서울특별시 은평구 진관동,1138011400,4,은평구
2009,박석고개1단지힐스테이트(116~131동)BL2-1,53000,0,20240702,24.07~26.07,59.63,서울특별시 은평구 진관동,1138011400,7,은평구
2009,마고정3단지센트레빌(310~322동)BL2-3,48000,0,20240702,24.08~26.08,59.37,서울특별시 은평구 진관동,1138011400,5,은평구
2009,박석고개1단지힐스테이트(116~131동)BL2-1,18000,148,20240703,24.07~26.07,59.85,서울특별시 은평구 진관동,1138011400,4,은평구
2017,은평뉴타운솔하임,42000,0,20240703,24.09~26.07,45.044,서울특별시 은평구 진관동,1138011400,7,은평구
2010,구파발9단지래미안(901~915동)임대BL3-3,34466,0,20240704,,84.84,서울특별시 은평구 진관동,1138011400,1,은평구
2008,상림마을6단지푸르지오(601~605동)BL1-8,51500,0,20240704,24.07~26.07,84.79,서울특별시 은평구 진관동,1138011400,8,은평구
2009,마고정3단지센트레빌(310~322동)BL2-3,34315,0,20240705,,84.04,서울특별시 은평구 진관동,1138011400,3,은평구
2008,상림마을7단지아이파크(701동)임대BL1-9,14018,0,20240705,,59.8,서울특별시 은평구 진관동,1138011400,5,은평구
2010,구파발9단지래미안(901~915동)임대BL3-3,34466,0,20240705,,84.98,서울특별시 은평구 진관동,1138011400,3,은평구
2008,상림마을7단지아이파크(719~729동)BL1-13,53150,19,20240705,24.07~26.07,101.82,서울특별시 은평구 진관동,1138011400,3,은평구
2019,은평스카이뷰자이,25000,180,20240705,24.09~26.09,84.3363,서울특별시 은평구 진관동,1138011400,4,은평구
2010,구파발9단지래미안(901~915동)임대BL3-3,34466,0,20240705,,84.93,서울특별시 은평구 진관동,1138011400,2,은평구
2010,폭포동4단지힐스테이트(408~422동)BL3-9,65000,0,20240705,24.09~26.09,101.94,서울특별시 은평구 진관동,1138011400,6,은평구
2010,은평뉴타운 제각말 푸르지오(5-4단지),52000,0,20240705,24.08~26.08,84.87,서울특별시 은평구 진관동,1138011400,10,은평구
2010,우물골2단지두산위브(223~244동)BL2-7,70000,0,20240707,24.10~27.09,134.63,서울특별시 은평구 진관동,1138011400,4,은평구
2010,폭포동4단지힐스테이트(401~407동)임대BL2-10,32661,0,20240708,,84.96,서울특별시 은평구 진관동,1138011400,7,은평구
2009,마고정3단지센트레빌(310~322동)BL2-3,34177,0,20240708,,84.16,서울특별시 은평구 진관동,1138011400,6,은평구
2009,마고정3단지센트레빌(310~322동)BL2-3,34177,0,20240708,,84.17,서울특별시 은평구 진관동,1138011400,4,은평구
2010,폭포동4단지힐스테이트(401~407동)임대BL2-10,34294,0,20240708,,84.98,서울특별시 은평구 진관동,1138011400,16,은평구
2010,폭포동4단지힐스테이트(401~407동)임대BL2-10,32661,0,20240708,,84.95,서울특별시 은평구 진관동,1138011400,17,은평구
2010,구파발9단지래미안(901~915동)임대BL3-3,34466,0,20240709,,84.96,서울특별시 은평구 진관동,1138011400,9,은평구
2010,구파발9단지래미안(901~915동)임대BL3-3,34466,0,20240709,,84.84,서울특별시 은평구 진관동,1138011400,2,은평구
2010,구파발9단지래미안(901~915동)임대BL3-3,34315,0,20240709,,84.98,서울특별시 은평구 진관동,1138011400,13,은평구
2010,구파발9단지래미안(901~915동)임대BL3-3,34315,0,20240709,,84.98,서울특별시 은평구 진관동,1138011400,4,은평구
2010,은평뉴타운 제각말 푸르지오(5-4단지),50000,15,20240709,24.07~26.07,84.89,서울특별시 은평구 진관동,1138011400,6,은평구
2008,상림마을7단지아이파크(730~742동)BL1-14,5000,230,20240709,24.11~26.11,134.67,서울특별시 은평구 진관동,1138011400,8,은평구
2008,상림마을7단지아이파크(709~712동)BL1-10,15419,0,20240709,,59.8,서울특별시 은평구 진관동,1138011400,2,은평구
2008,상림마을7단지아이파크(709~712동)BL1-10,14018,0,20240709,,59.8,서울특별시 은평구 진관동,1138011400,5,은평구
2008,상림마을7단지아이파크(709~712동)BL1-10,14018,0,20240709,,59.8,서울특별시 은평구 진관동,1138011400,5,은평구
2008,상림마을7단지아이파크(713~718동)BL1-11,34125,0,20240709,,84.79,서울특별시 은평구 진관동,1138011400,7,은평구
2008,상림마을7단지아이파크(713~718동)BL1-11,30180,0,20240709,,84.79,서울특별시 은평구 진관동,1138011400,5,은평구
2010,구파발10단지어울림(1001~1010동)장기전세BL3-4,32681,0,20240709,,84.69,서울특별시 은평구 진관동,1138011400,8,은평구
2015,은평뉴타운기자촌11단지,47000,0,20240710,24.10~26.10,84.78,서울특별시 은평구 진관동,1138011400,4,은평구
2009,마고정3단지센트레빌(310~322동)BL2-3,6072,37,20240710,,59.36,서울특별시 은평구 진관동,1138011400,5,은평구
2008,상림마을7단지아이파크(709~712동)BL1-10,14018,0,20240710,,59.92,서울특별시 은평구 진관동,1138011400,2,은평구
2010,구파발10단지어울림(1001~1010동)장기전세BL3-4,34315,0,20240710,,84.85,서울특별시 은평구 진관동,1138011400,5,은평구
2017,힐데스하임,38000,0,20240711,24.07~26.07,39.3,서울특별시 은평구 진관동,1138011400,12,은평구
2009,박석고개1단지힐스테이트(101~111동)임대BL2-12,37878,0,20240711,,84.72,서울특별시 은평구 진관동,1138011400,11,은평구
2009,우물골2단지두산위브(204~208동)BL2-5,30000,105,20240712,24.07~26.07,84.04,서울특별시 은평구 진관동,1138011400,5,은평구
2008,상림마을6단지푸르지오(606~614동)BL1-7,48000,0,20240712,24.08~26.08,84.97,서울특별시 은평구 진관동,1138011400,8,은평구
2019,은평스카이뷰자이,55125,0,20240712,24.08~26.08,84.3363,서울특별시 은평구 진관동,1138011400,19,은평구
2010,구파발9단지래미안(901~915동)임대BL3-3,34466,0,20240712,,84.84,서울특별시 은평구 진관동,1138011400,3,은평구
2010,구파발9단지래미안(901~915동)임대BL3-3,34466,0,20240712,,84.84,서울특별시 은평구 진관동,1138011400,6,은평구
2010,구파발9단지래미안(901~915동)임대BL3-3,34466,0,20240715,,84.84,서울특별시 은평구 진관동,1138011400,8,은평구
2008,상림마을7단지아이파크(709~712동)BL1-10,14018,0,20240715,24.07~26.07,59.8,서울특별시 은평구 진관동,1138011400,2,은평구
2009,박석고개1단지힐스테이트(101~111동)임대BL2-12,39771,0,20240715,,84.72,서울특별시 은평구 진관동,1138011400,12,은평구
2009,박석고개1단지힐스테이트(101~111동)임대BL2-12,35141,0,20240715,,84.72,서울특별시 은평구 진관동,1138011400,5,은평구
2009,우물골2단지두산위브(204~208동)BL2-5,15448,0,20240715,,59.14,서울특별시 은평구 진관동,1138011400,6,은평구
2008,상림마을7단지아이파크(713~718동)BL1-11,18071,0,20240715,24.07~26.07,84.79,서울특별시 은평구 진관동,1138011400,2,은평구
2008,상림마을7단지아이파크(713~718동)BL1-11,6647,0,20240715,24.07~26.07,39.83,서울특별시 은평구 진관동,1138011400,2,은평구
2008,상림마을7단지아이파크(709~712동)BL1-10,14018,0,20240715,24.07~26.07,59.8,서울특별시 은평구 진관동,1138011400,1,은평구
