built_year,officetel_name,trade_price,contract_date,net_leasable_area,address,legal_code,floor,ward,price_per_area
2022,광진 더프레236,82721,20231207,86.52,서울특별시 광진구 구의동,1121510300,3,광진구,956.0910772075821
2003,센트럴빌,17000,20230130,32.19,서울특별시 광진구 구의동,1121510300,3,광진구,528.1143212177695
2021,자양 호반써밋,25600,20230103,18.7434,서울특별시 광진구 자양동,1121510500,5,광진구,1365.8140998964968
2014,타워더모스트광진아크로텔,18700,20230109,22.76,서울특별시 광진구 자양동,1121510500,5,광진구,821.6168717047451
2022,건대입구역자이엘라,31500,20230110,18.9071,서울특별시 광진구 자양동,1121510500,14,광진구,1666.0407994880231
2022,건대입구역자이엘라,30500,20231107,18.5996,서울특별시 광진구 자양동,1121510500,15,광진구,1639.8202111873375
2014,타워더모스트광진아크로텔,20500,20230120,25.21,서울특별시 광진구 자양동,1121510500,15,광진구,813.1693772312574
2019,화양 디펠리체,19300,20230103,20.417,서울특별시 광진구 화양동,1121510700,8,광진구,945.290689131606
2013,케이타워 오피스텔 A,13600,20230104,19.93,서울특별시 광진구 화양동,1121510700,6,광진구,682.3883592574009
2013,케이타워 오피스텔 B,13500,20230104,18.85,서울특별시 광진구 화양동,1121510700,13,광진구,716.1803713527851
2013,케이타워 오피스텔 A,13800,20230104,19.78,서울특별시 광진구 화양동,1121510700,6,광진구,697.6744186046511
2017,광진캠퍼스시티,15000,20231101,17.487,서울특별시 광진구 화양동,1121510700,17,광진구,857.7800651912851
2005,KCC파크타운,18500,20231107,25.79,서울특별시 광진구 화양동,1121510700,3,광진구,717.3322993408298
2005,KCC파크타운,19500,20231107,25.79,서울특별시 광진구 화양동,1121510700,13,광진구,756.107018224118
2018,아스하임,21500,20231207,17.8,서울특별시 광진구 화양동,1121510700,8,광진구,1207.8651685393259
2018,포레스트힐시티,16000,20230104,18.53,서울특별시 동대문구 신설동,1123010100,2,동대문구,863.4646519158122
2022,브릿지하임,22900,20231101,14.905,서울특별시 동대문구 신설동,1123010100,10,동대문구,1536.3971821536397
2004,동광동대문베르빌,15450,20231106,28.31,서울특별시 동대문구 신설동,1123010100,12,동대문구,545.7435535146592
존재하지 않음,동대문 푸르지오시티,18600,20231208,23.47,서울특별시 동대문구 용두동,1123010200,14,동대문구,792.5010651896038
2014,동대문한양아이클래스,12800,20231208,22.33,서울특별시 동대문구 용두동,1123010200,18,동대문구,573.2198835647112
2005,동의보감타워,16000,20231208,36.015,서울특별시 동대문구 용두동,1123010200,16,동대문구,444.25933638761626
2002,제기동오피스텔(유니텔),9200,20230105,23.94,서울특별시 동대문구 제기동,1123010300,3,동대문구,384.2940685045948
2018,다스하우스,15500,20231101,19.3,서울특별시 동대문구 전농동,1123010400,14,동대문구,803.1088082901554
2015,전농동복합시설(청량리역DUO196),13900,20230130,19.99,서울특별시 동대문구 전농동,1123010400,7,동대문구,695.3476738369185
2005,메트로팰리스,10300,20231108,25.33,서울특별시 동대문구 답십리동,1123010500,3,동대문구,406.6324516383735
2019,글로벌팰리스,20000,20230106,31.71,서울특별시 동대문구 장안동,1123010600,6,동대문구,630.7158625039419
2014,양우 내안애 애플,10300,20231106,18.6429,서울특별시 동대문구 장안동,1123010600,10,동대문구,552.4891513659355
2022,프라하임 장안2차,34300,20231106,29.05,서울특별시 동대문구 장안동,1123010600,10,동대문구,1180.722891566265
2003,신부파스칼텔,7700,20230120,22.98,서울특별시 동대문구 장안동,1123010600,2,동대문구,335.0739773716275
2015,현대썬앤빌601,11000,20231206,21.03,서울특별시 동대문구 장안동,1123010600,16,동대문구,523.0622919638611
2002,장안삼성쉐르빌,15800,20230130,43.1,서울특별시 동대문구 장안동,1123010600,4,동대문구,366.5893271461717
2002,휘경동 코업레지던스,6600,20231104,13.86,서울특별시 동대문구 휘경동,1123010900,3,동대문구,476.1904761904762
2022,리브인,33000,20230130,29.74,서울특별시 동대문구 휘경동,1123010900,4,동대문구,1109.616677874916
2013,(256-2),9650,20231207,17.6,서울특별시 동대문구 이문동,1123011000,7,동대문구,548.2954545454545
존재하지 않음,위너빌,29400,20230110,34.53,서울특별시 중랑구 면목동,1126010100,3,중랑구,851.4335360556038
2004,라메즈오피스텔,16000,20231108,26.6,서울특별시 중랑구 상봉동,1126010200,5,중랑구,601.5037593984962
2004,라메즈오피스텔,16000,20231109,26.6,서울특별시 중랑구 상봉동,1126010200,3,중랑구,601.5037593984962
2018,(101-34),13600,20231208,18.092,서울특별시 중랑구 상봉동,1126010200,6,중랑구,751.7134645147027
2003,금강리빙스텔,41000,20230107,35.1,서울특별시 중랑구 신내동,1126010600,1,중랑구,1168.0911680911681
2021,베네스트로프트(BENEST LOFT),30500,20231206,33.8776,서울특별시 중랑구 신내동,1126010600,6,중랑구,900.2999031808629
2003,디아뜨갤러리,16000,20230130,35.1,서울특별시 중랑구 신내동,1126010600,2,중랑구,455.84045584045583
2003,해피엔딩 오피스텔,19000,20230131,29.47,서울특별시 성북구 동소문동6가,1129010900,10,성북구,644.7234475738039
2014,수유역푸르지오시티,14000,20230109,22.4269,서울특별시 강북구 미아동,1130510100,13,강북구,624.2503422229555
2014,수유역푸르지오시티,14000,20231103,22.4269,서울특별시 강북구 미아동,1130510100,6,강북구,624.2503422229555
2014,수유역푸르지오시티,13000,20231206,22.4269,서울특별시 강북구 미아동,1130510100,3,강북구,579.6610320641729
2014,수유역푸르지오시티,12200,20231206,22.4269,서울특별시 강북구 미아동,1130510100,20,강북구,543.9895839371469
2005,수유동이테크밸리오피스텔,10900,20230110,27.81,서울특별시 강북구 수유동,1130510300,17,강북구,391.9453434016541
2022,신화아트빌,21105,20231101,27.04,서울특별시 강북구 수유동,1130510300,3,강북구,780.5103550295859
2022,신화아트빌,21525,20231101,27.64,서울특별시 강북구 수유동,1130510300,3,강북구,778.7626628075253
2022,신화아트빌,22260,20231101,28.58,서울특별시 강북구 수유동,1130510300,3,강북구,778.8663400979707
2022,신화아트빌,22260,20231101,28.58,서울특별시 강북구 수유동,1130510300,4,강북구,778.8663400979707
2022,신화아트빌,21525,20231101,27.64,서울특별시 강북구 수유동,1130510300,4,강북구,778.7626628075253
2022,신화아트빌,21525,20231101,27.64,서울특별시 강북구 수유동,1130510300,4,강북구,778.7626628075253
2022,신화아트빌,21105,20231101,27.04,서울특별시 강북구 수유동,1130510300,4,강북구,780.5103550295859
2022,신화아트빌,21525,20231101,27.64,서울특별시 강북구 수유동,1130510300,3,강북구,778.7626628075253
2021,방학신화 하니엘시티,15000,20230130,15.67,서울특별시 도봉구 방학동,1132010600,13,도봉구,957.2431397574984
2003,엘네스트빌 오피스텔,11200,20230102,22.8,서울특별시 노원구 공릉동,1135010300,6,노원구,491.2280701754386
2012,건양오피스텔,10250,20230109,17.14,서울특별시 노원구 공릉동,1135010300,7,노원구,598.0163360560093
2004,로우폴리스,13000,20231101,27.6,서울특별시 노원구 공릉동,1135010300,8,노원구,471.0144927536232
2003,엘네스트빌 오피스텔,11200,20231103,22.8,서울특별시 노원구 공릉동,1135010300,7,노원구,491.2280701754386
2005,토마토파르코,16800,20230102,36.767,서울특별시 노원구 상계동,1135010500,9,노원구,456.9314874751815
2003,마블러스1,12300,20230103,25.53,서울특별시 노원구 상계동,1135010500,4,노원구,481.786133960047
2005,토마토파르코,15300,20230131,36.767,서울특별시 노원구 상계동,1135010500,3,노원구,416.13403323632605
2005,(506),35000,20231205,51.3,서울특별시 노원구 중계동,1135010600,7,노원구,682.2612085769981
2003,백마노블레스텔,10000,20230131,13.8,서울특별시 은평구 불광동,1138010300,5,은평구,724.6376811594203
2013,연신내역마에스트로,12000,20231107,17.38,서울특별시 은평구 대조동,1138010600,11,은평구,690.4487917146146
존재하지 않음,미가오피스텔,15000,20231103,27.36,서울특별시 은평구 응암동,1138010700,4,은평구,548.2456140350878
2003,송원하이본,11000,20230131,34.84,서울특별시 은평구 응암동,1138010700,3,은평구,315.7290470723306
2022,센트리움,21000,20230102,23.49,서울특별시 은평구 역촌동,1138010800,7,은평구,893.9974457215837
2022,센트리움,21500,20231105,23.49,서울특별시 은평구 역촌동,1138010800,6,은평구,915.2830991911452
2017,은평뉴타운 신한 헤센스마트,10000,20230110,19.65,서울특별시 은평구 진관동,1138011400,3,은평구,508.9058524173028
2013,아이파크 포레스트 게이트,14300,20230110,24.91,서울특별시 은평구 진관동,1138011400,14,은평구,574.0666399036531
2017,은평뉴타운 신한 헤센스마트,10500,20230110,20.04,서울특별시 은평구 진관동,1138011400,12,은평구,523.9520958083832
2013,아이파크 포레스트 게이트,14000,20231207,24.91,서울특별시 은평구 진관동,1138011400,6,은평구,562.0232838217584
2017,은평뉴타운솔하임,14000,20231208,18.717,서울특별시 은평구 진관동,1138011400,9,은평구,747.9831169525031
2017,은평뉴타운솔하임,14000,20231208,18.717,서울특별시 은평구 진관동,1138011400,9,은평구,747.9831169525031
2009,서대문 디오빌 오피스텔,17300,20230107,25.35,서울특별시 서대문구 충정로2가,1141010100,5,서대문구,682.4457593688362
2009,서대문 디오빌 오피스텔,17850,20230130,25.35,서울특별시 서대문구 충정로2가,1141010100,18,서대문구,704.1420118343195
2006,충정로대우디오빌,21000,20230104,30.86,서울특별시 서대문구 합동,1141010300,9,서대문구,680.4925469863902
2019,이대 포레스트,20700,20230102,17.84,서울특별시 서대문구 대현동,1141011200,10,서대문구,1160.3139013452915
2015,(90-58),14500,20230107,18.98,서울특별시 서대문구 대현동,1141011200,3,서대문구,763.9620653319283
2017,이대프리젠#1,16300,20230110,14.52,서울특별시 서대문구 대현동,1141011200,10,서대문구,1122.5895316804408
2014,신촌자이엘라,26500,20231104,28.3,서울특별시 서대문구 대현동,1141011200,7,서대문구,936.3957597173145
2014,신촌자이엘라,26850,20231104,29.45,서울특별시 서대문구 대현동,1141011200,15,서대문구,911.7147707979626
2017,영타운 지웰 에스테이트,18300,20231104,20.37,서울특별시 서대문구 대현동,1141011200,9,서대문구,898.3799705449189
2014,신촌자이엘라,26200,20231106,28.3,서울특별시 서대문구 대현동,1141011200,15,서대문구,925.7950530035336
2019,이대 포레스트,22500,20230131,17.84,서울특별시 서대문구 대현동,1141011200,10,서대문구,1261.2107623318386
2004,아남오피스텔,17000,20231103,28.08,서울특별시 서대문구 창천동,1141011600,15,서대문구,605.4131054131054
2004,아남오피스텔,17000,20231103,28.08,서울특별시 서대문구 창천동,1141011600,15,서대문구,605.4131054131054
2001,연희소프트빌,8500,20230102,16.2,서울특별시 서대문구 연희동,1141011700,10,서대문구,524.6913580246913
2002,정연 지오빌,9000,20230103,19.44,서울특별시 서대문구 연희동,1141011700,5,서대문구,462.96296296296293
2003,파라다이스텔에스비,9000,20230109,15.94,서울특별시 서대문구 연희동,1141011700,4,서대문구,564.6173149309913
2002,오벨리스크,10300,20231102,20.39,서울특별시 서대문구 연희동,1141011700,2,서대문구,505.1495831289848
2003,파라다이스텔에스비,9000,20230120,15.94,서울특별시 서대문구 연희동,1141011700,5,서대문구,564.6173149309913
2002,(15-3),9700,20230103,19.72,서울특별시 마포구 공덕동,1144010200,9,마포구,491.88640973630834
2013,공덕오피스타,13800,20230103,19.41,서울특별시 마포구 공덕동,1144010200,11,마포구,710.9737248840804
2002,(15-3),9500,20231103,18.15,서울특별시 마포구 공덕동,1144010200,3,마포구,523.4159779614325
존재하지 않음,갑을명가시티1,15650,20230107,19.73,서울특별시 마포구 신공덕동,1144010300,11,마포구,793.2083122149012
2005,메트로디오빌,24250,20231205,26.74,서울특별시 마포구 신공덕동,1144010300,18,마포구,906.8810770381451
2017,블루마리오피스텔,16400,20231205,17.73,서울특별시 마포구 신공덕동,1144010300,13,마포구,924.9858996051889
1988,고려아카데미텔,18500,20230102,20.25,서울특별시 마포구 도화동,1144010400,15,마포구,913.5802469135803
2013,이대역 푸르지오 시티,25000,20231107,28.8,서울특별시 마포구 대흥동,1144010800,11,마포구,868.0555555555555
2013,이대역 푸르지오 시티,26000,20231108,28.8,서울특별시 마포구 대흥동,1144010800,19,마포구,902.7777777777777
2013,이대역 푸르지오 시티,26000,20231109,28.8,서울특별시 마포구 대흥동,1144010800,9,마포구,902.7777777777777
2013,이대역 푸르지오 시티,24000,20230120,29.14,서울특별시 마포구 대흥동,1144010800,4,마포구,823.6101578586135
2006,아이바타워,13000,20230130,19.53,서울특별시 마포구 노고산동,1144011000,12,마포구,665.6426011264721
2014,동원 스위트뷰,11800,20231208,16.56,서울특별시 마포구 창전동,1144011400,4,마포구,712.56038647343
2018,엠제이더퍼스트홍대,24500,20231207,20.49,서울특별시 마포구 서교동,1144012000,12,마포구,1195.7052220595413
2003,파라다이스텔,25000,20231104,34.86,서울특별시 마포구 동교동,1144012100,4,마포구,717.154331612163
2002,마젤란21 오피스텔,19000,20231206,32.76,서울특별시 마포구 동교동,1144012100,10,마포구,579.97557997558
2014,KCC상암스튜디오380,15500,20231102,20.35,서울특별시 마포구 성산동,1144012500,10,마포구,761.6707616707616
2014,KCC상암스튜디오380,15500,20231104,23.09,서울특별시 마포구 성산동,1144012500,7,마포구,671.2862711130359
2016,상암 스위트포레,14000,20230120,18.55,서울특별시 마포구 성산동,1144012500,7,마포구,754.7169811320755
2017,벽산상암스마트큐브,14500,20231206,19.2,서울특별시 마포구 성산동,1144012500,13,마포구,755.2083333333334
2013,상암 한화 오벨리스크,14000,20230120,24.22,서울특별시 마포구 상암동,1144012700,2,마포구,578.0346820809249
2004,목동대림아크로텔,54000,20230130,55.75,서울특별시 마포구 신정동,1144011700,3,양천구,968.609865470852
2004,목동대림아크로텔,54000,20230130,55.75,서울특별시 양천구 신정동,1147010100,3,양천구,968.609865470852
2004,현대파리지앙,21000,20231102,37.78,서울특별시 양천구 목동,1147010200,14,양천구,555.8496559025939
2014,티오피클래식,24000,20231206,38.45,서울특별시 양천구 목동,1147010200,3,양천구,624.187256176853
2003,현대파크빌,12800,20231207,29.4,서울특별시 양천구 목동,1147010200,6,양천구,435.374149659864
2003,현대파크빌,12800,20231207,29.4,서울특별시 양천구 목동,1147010200,6,양천구,435.374149659864
2012,팔레시움,11200,20230105,18.14,서울특별시 강서구 염창동,1150010100,4,강서구,617.42006615215
2018,한빛어반뉴스토리,26000,20230106,28.69,서울특별시 강서구 염창동,1150010100,3,강서구,906.2391077030323
2019,진영리버타운,27800,20231109,34.23,서울특별시 강서구 염창동,1150010100,5,강서구,812.1530820917325
2021,루나클래식,32650,20230108,29.73,서울특별시 강서구 등촌동,1150010200,12,강서구,1098.2172889337369
2014,아이디움,10200,20230109,17.31,서울특별시 강서구 등촌동,1150010200,2,강서구,589.2547660311959
2020,경동미르웰양천향교2차,30000,20231205,29.68,서울특별시 강서구 등촌동,1150010200,15,강서구,1010.7816711590297
2016,경동미르웰한올림,14100,20231207,16.39,서울특별시 강서구 등촌동,1150010200,5,강서구,860.280658938377
2013,강서메트로칸,12300,20230130,18.28,서울특별시 강서구 등촌동,1150010200,14,강서구,672.8665207877461
2018,자하클래식,16500,20230103,15.88,서울특별시 강서구 화곡동,1150010300,7,강서구,1039.0428211586902
2021,나인스퀘어,34600,20230104,29.92,서울특별시 강서구 화곡동,1150010300,4,강서구,1156.417112299465
2021,나인스퀘어,34600,20230104,29.92,서울특별시 강서구 화곡동,1150010300,3,강서구,1156.417112299465
2022,케이씨타운,33900,20230106,27.62,서울특별시 강서구 화곡동,1150010300,5,강서구,1227.371469949312
2012,강서 동도센트리움,10100,20231104,19.567,서울특별시 강서구 화곡동,1150010300,15,강서구,516.1751929268667
2020,거마지엠밸리,18500,20231205,13.89,서울특별시 강서구 화곡동,1150010300,3,강서구,1331.893448524118
2022,브릴리언트 화곡,39700,20231209,29.99,서울특별시 강서구 화곡동,1150010300,13,강서구,1323.7745915305102
2022,브릴리언트 화곡,39200,20231209,29.29,서울특별시 강서구 화곡동,1150010300,15,강서구,1338.3407306247866
2022,브릴리언트 화곡,38200,20230131,29.99,서울특별시 강서구 화곡동,1150010300,11,강서구,1273.7579193064355
2022,브릴리언트 화곡,38200,20230131,29.29,서울특별시 강서구 화곡동,1150010300,8,강서구,1304.199385455787
2022,브릴리언트 화곡,38700,20230131,29.99,서울특별시 강서구 화곡동,1150010300,5,강서구,1290.4301433811272
2018,가양글로벌퍼스트,27700,20230105,28.12,서울특별시 강서구 가양동,1150010400,10,강서구,985.0640113798008
2002,이스타빌1차,13800,20231103,32.4,서울특별시 강서구 가양동,1150010400,9,강서구,425.9259259259259
2004,휴먼빌,12800,20231103,30.8,서울특별시 강서구 가양동,1150010400,9,강서구,415.5844155844156
2015,아르디에,13000,20230102,18.59,서울특별시 강서구 마곡동,1150010500,2,강서구,699.3006993006993
2016,스카이오피스텔,13000,20230103,17.52,서울특별시 강서구 마곡동,1150010500,7,강서구,742.0091324200913
2017,마곡럭스나인오피스텔 엘동,16600,20230103,21.87,서울특별시 강서구 마곡동,1150010500,5,강서구,759.0306355738454
2016,힐스테이트에코마곡,19900,20230103,24.46,서울특별시 강서구 마곡동,1150010500,10,강서구,813.5731807031889
2015,마곡 헤리움1차,18800,20230104,29.14,서울특별시 강서구 마곡동,1150010500,7,강서구,645.1612903225806
2017,마곡센트럴대방디엠시티오피스텔,38500,20230106,39.9724,서울특별시 강서구 마곡동,1150010500,9,강서구,963.1645835626582
2015,마곡대명투웨니퍼스트,14100,20230106,17.96,서울특별시 강서구 마곡동,1150010500,5,강서구,785.0779510022271
2015,우성르보아투,12600,20230106,20.24,서울특별시 강서구 마곡동,1150010500,9,강서구,622.5296442687747
2015,우성르보아투,12750,20230110,20.24,서울특별시 강서구 마곡동,1150010500,9,강서구,629.9407114624506
2015,우성르보아투,12750,20230110,20.24,서울특별시 강서구 마곡동,1150010500,10,강서구,629.9407114624506
2016,마곡럭스나인오피스텔,17400,20231101,21.87,서울특별시 강서구 마곡동,1150010500,9,강서구,795.6104252400548
2016,마곡아이파크,17700,20231102,23.822,서울특별시 강서구 마곡동,1150010500,12,강서구,743.0106624128956
2015,아르디에,13000,20231103,18.59,서울특별시 강서구 마곡동,1150010500,9,강서구,699.3006993006993
2016,마곡럭스나인오피스텔,17000,20231106,21.87,서울특별시 강서구 마곡동,1150010500,3,강서구,777.3205304069501
2017,힐스테이트에코동익,21000,20231106,24.57,서울특별시 강서구 마곡동,1150010500,12,강서구,854.7008547008547
2017,힐스테이트 에코 마곡역,17500,20231106,19.8681,서울특별시 강서구 마곡동,1150010500,13,강서구,880.808934925836
2017,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,18600,20231106,20.842,서울특별시 강서구 마곡동,1150010500,7,강서구,892.4287496401497
2015,유림트윈파크,13500,20231107,19.99,서울특별시 강서구 마곡동,1150010500,10,강서구,675.3376688344173
2015,유림트윈파크,13500,20231107,19.99,서울특별시 강서구 마곡동,1150010500,10,강서구,675.3376688344173
2016,마곡나루역캐슬파크,21000,20231107,23.39,서울특별시 강서구 마곡동,1150010500,8,강서구,897.8195810175289
2016,마곡나루역캐슬파크,22800,20231109,23.39,서울특별시 강서구 마곡동,1150010500,14,강서구,974.7755451047456
2015,유림트윈파크,13890,20231207,19.99,서울특별시 강서구 마곡동,1150010500,9,강서구,694.847423711856
2017,힐스테이트에코동익,22000,20231207,24.57,서울특별시 강서구 마곡동,1150010500,10,강서구,895.4008954008954
2015,유림트윈파크,13900,20231207,19.99,서울특별시 강서구 마곡동,1150010500,6,강서구,695.3476738369185
2005,대룡드림타워-Ⅱ,9300,20230130,25.83,서울특별시 강서구 공항동,1150010800,10,강서구,360.04645760743324
1999,에어뷰21-1오피스텔,8400,20230102,24.99,서울특별시 강서구 방화동,1150010900,9,강서구,336.1344537815126
2002,오피앙2,7800,20230110,22.5,서울특별시 강서구 방화동,1150010900,10,강서구,346.6666666666667
2011,(620-214),12000,20231106,27.37,서울특별시 강서구 방화동,1150010900,12,강서구,438.4362440628425
1999,하이포트,9000,20231108,29.8,서울특별시 강서구 방화동,1150010900,8,강서구,302.0134228187919
2011,(620-214),11500,20231206,27.37,서울특별시 강서구 방화동,1150010900,2,강서구,420.16806722689074
2011,(620-214),13400,20231208,31.33,서울특별시 강서구 방화동,1150010900,2,강서구,427.7050750079796
2013,비즈트위트 오렌지,12000,20230102,17.81,서울특별시 구로구 구로동,1153010200,11,구로구,673.778775968557
2012,비즈트위트 레인보우,12800,20230103,19.61,서울특별시 구로구 구로동,1153010200,19,구로구,652.7281998980112
2003,한라빌리언스 오피스텔,14700,20230104,25.99,서울특별시 구로구 구로동,1153010200,8,구로구,565.602154674875
2014,그린플러스 구로 해담채3,11000,20230106,17.35,서울특별시 구로구 구로동,1153010200,9,구로구,634.0057636887608
2005,우진체리쉬,20250,20231101,61.38,서울특별시 구로구 구로동,1153010200,5,구로구,329.9120234604105
2013,비즈트위트 오렌지,12400,20231101,20.8,서울특별시 구로구 구로동,1153010200,16,구로구,596.1538461538462
2005,SK 허브수,32500,20231104,47.16,서울특별시 구로구 구로동,1153010200,12,구로구,689.1433418150976
2012,비즈트위트 레인보우,11000,20231104,21.52,서울특별시 구로구 구로동,1153010200,17,구로구,511.1524163568773
2013,비즈트위트 오렌지,12000,20231106,17.81,서울특별시 구로구 구로동,1153010200,10,구로구,673.778775968557
2012,대림역 와이즈플레이스,14500,20231108,29.611,서울특별시 구로구 구로동,1153010200,13,구로구,489.68288811590287
2011,하나세인스톤1차,15100,20231208,27.8606,서울특별시 구로구 구로동,1153010200,6,구로구,541.9840204446422
2002,인화오벨리아,7500,20231109,30.0,서울특별시 구로구 가리봉동,1153010300,2,구로구,250.0
2021,드어반트라움,30000,20230106,29.63,서울특별시 구로구 고척동,1153010600,8,구로구,1012.4873439082012
2021,드어반트라움,30000,20231207,29.63,서울특별시 구로구 고척동,1153010600,3,구로구,1012.4873439082012
2021,드어반트라움,30000,20230130,29.63,서울특별시 구로구 고척동,1153010600,9,구로구,1012.4873439082012
2001,(134-1),9500,20231103,29.26,서울특별시 구로구 오류동,1153010800,8,구로구,324.67532467532465
2020,몽삐에뜨6차,23300,20230109,25.82,서울특별시 금천구 가산동,1154510100,11,금천구,902.4012393493416
2017,가산대명벨리온,11000,20230109,16.61,서울특별시 금천구 가산동,1154510100,3,금천구,662.2516556291391
