built_year,officetel_name,security_deposit,monthly_rent,contract_date,lease_term,net_leasable_area,address,legal_code,floor,ward
2012,휴림 빌딩,1000,67,20230104,23.02~25.02,20.44,서울특별시 성북구 동선동4가,1129011900,6,성북구
2011,벨라미아 오피스텔,1000,68,20231102,23.02~24.02,21.05,서울특별시 성북구 동선동4가,1129011900,7,성북구
2011,벨라미아 오피스텔,5000,50,20231104,23.02~25.02,21.69,서울특별시 성북구 동선동4가,1129011900,12,성북구
2011,벨라미아 오피스텔,1000,65,20231106,23.02~24.02,20.96,서울특별시 성북구 동선동4가,1129011900,14,성북구
2011,벨라미아 오피스텔,13400,8,20231109,23.02~25.02,22.02,서울특별시 성북구 동선동4가,1129011900,15,성북구
2011,벨라미아 오피스텔,5000,50,20231109,23.02~24.02,21.69,서울특별시 성북구 동선동4가,1129011900,15,성북구
2011,벨라미아 오피스텔,5000,48,20230120,23.02~24.02,21.05,서울특별시 성북구 동선동4가,1129011900,12,성북구
존재하지 않음,디와이주택,2000,100,20231207,23.02~25.02,29.97,서울특별시 성북구 동선동4가,1129011900,7,성북구
2011,벨라미아 오피스텔,13200,10,20230130,23.02~25.02,21.77,서울특별시 성북구 동선동4가,1129011900,12,성북구
1972,브라운홈스,3000,74,20231108,23.02~25.02,32.46,서울특별시 성북구 보문동4가,1129012600,3,성북구
2022,스텔라153,3000,0,20231109,,31.4,서울특별시 성북구 보문동5가,1129012700,6,성북구
2019,보문엘타워,15000,60,20230131,23.02~25.02,41.54,서울특별시 성북구 보문동7가,1129012900,4,성북구
2004,월드 오피스텔II,9450,0,20230103,23.02~25.02,17.92,서울특별시 성북구 정릉동,1129013300,4,성북구
2004,월드 오피스텔II,9450,0,20230103,23.02~24.02,17.36,서울특별시 성북구 정릉동,1129013300,4,성북구
2004,월드 오피스텔II,8400,0,20230103,23.02~24.02,17.36,서울특별시 성북구 정릉동,1129013300,6,성북구
2004,월드 오피스텔II,1000,48,20230104,23.02~24.02,17.36,서울특별시 성북구 정릉동,1129013300,6,성북구
2022,삼성홈타운,20000,0,20231109,23.02~25.02,29.7,서울특별시 성북구 정릉동,1129013300,3,성북구
2010,하월곡동 46-73 판매시설 (코웨이주식회사),1500,150,20230103,23.01~24.01,61.38,서울특별시 성북구 하월곡동,1129013600,4,성북구
2022,월곡오피스텔,24000,0,20230107,23.01~25.01,27.09,서울특별시 성북구 하월곡동,1129013600,4,성북구
2022,종암사거리 동우리즈힐스,1000,65,20230107,23.02~24.02,16.12,서울특별시 성북구 하월곡동,1129013600,5,성북구
2020,웰유,13600,0,20231102,23.01~25.01,18.02,서울특별시 성북구 하월곡동,1129013600,2,성북구
2020,웰유,13650,0,20231106,23.01~25.01,18.02,서울특별시 성북구 하월곡동,1129013600,2,성북구
2020,웰유,12600,0,20231106,23.02~25.02,18.02,서울특별시 성북구 하월곡동,1129013600,4,성북구
2022,월곡오피스텔,5000,95,20231106,23.02~24.02,27.09,서울특별시 성북구 하월곡동,1129013600,2,성북구
2020,웰유,13700,0,20231107,23.02~25.02,18.02,서울특별시 성북구 하월곡동,1129013600,2,성북구
2020,웰유,12600,0,20231107,23.02~25.02,18.02,서울특별시 성북구 하월곡동,1129013600,3,성북구
2020,웰유,3000,60,20230120,23.02~24.02,23.28,서울특별시 성북구 하월곡동,1129013600,6,성북구
2003,씨엠오스빌,500,40,20230106,23.01~24.01,25.04,서울특별시 성북구 장위동,1129013800,4,성북구
2019,석계역 한일노벨리아시티,1000,60,20230107,23.01~24.01,18.03,서울특별시 성북구 장위동,1129013800,8,성북구
2019,석계역 한일노벨리아시티,1000,55,20230107,23.01~24.01,18.03,서울특별시 성북구 장위동,1129013800,11,성북구
2019,석계역 한일노벨리아시티,500,57,20230107,23.01~24.01,18.03,서울특별시 성북구 장위동,1129013800,8,성북구
2019,석계역 한일노벨리아시티,12690,0,20230108,23.01~24.01,18.03,서울특별시 성북구 장위동,1129013800,6,성북구
2019,석계역 한일노벨리아시티,1000,60,20231104,23.01~24.01,18.03,서울특별시 성북구 장위동,1129013800,7,성북구
2019,석계역 한일노벨리아시티,500,53,20231104,23.01~24.01,18.03,서울특별시 성북구 장위동,1129013800,11,성북구
2019,석계역 한일노벨리아시티,1000,50,20231107,23.02~24.02,18.03,서울특별시 성북구 장위동,1129013800,15,성북구
2019,석계역 한일노벨리아시티,1000,60,20231208,23.02~24.02,18.03,서울특별시 성북구 장위동,1129013800,14,성북구
2003,브룩스톤오피스텔,11000,20,20230102,23.02~25.02,33.15,서울특별시 성북구 석관동,1129013900,4,성북구
2021,골든캐슬12차,1500,125,20230105,23.02~25.02,38,서울특별시 성북구 석관동,1129013900,5,성북구
2003,브룩스톤오피스텔,1000,65,20231103,23.01~25.01,33.15,서울특별시 성북구 석관동,1129013900,2,성북구
2004,(335-16),7500,0,20231109,,23.76,서울특별시 성북구 석관동,1129013900,2,성북구
2004,(335-16),8000,0,20231205,,22.65,서울특별시 성북구 석관동,1129013900,1,성북구
2003,브룩스톤오피스텔,5000,45,20231208,23.03~25.03,33.15,서울특별시 성북구 석관동,1129013900,4,성북구
2014,수유역푸르지오시티,700,60,20230103,23.01~24.01,22.43,서울특별시 강북구 미아동,1130510100,9,강북구
2020,그랜드파크,16000,0,20230103,23.02~25.01,18.48,서울특별시 강북구 미아동,1130510100,14,강북구
2020,그랜드파크,16000,0,20230103,23.02~25.02,18.48,서울특별시 강북구 미아동,1130510100,19,강북구
2020,그랜드파크,1000,60,20230104,23.02~24.02,18.48,서울특별시 강북구 미아동,1130510100,5,강북구
2020,그랜드파크,17000,0,20230107,23.02~25.02,18.48,서울특별시 강북구 미아동,1130510100,7,강북구
2014,수유역푸르지오시티,1000,60,20230107,23.01~24.01,22.43,서울특별시 강북구 미아동,1130510100,19,강북구
2020,그랜드파크,1000,70,20230107,23.02~24.02,18.48,서울특별시 강북구 미아동,1130510100,14,강북구
2014,수유역푸르지오시티,8000,25,20230110,23.01~25.01,22.43,서울특별시 강북구 미아동,1130510100,20,강북구
2014,수유역푸르지오시티,1000,60,20231103,23.01~24.01,22.43,서울특별시 강북구 미아동,1130510100,5,강북구
2014,수유역푸르지오시티,3000,47,20231104,23.01~24.01,22.43,서울특별시 강북구 미아동,1130510100,4,강북구
2014,수유역푸르지오시티,1000,60,20231108,23.01~24.01,22.43,서울특별시 강북구 미아동,1130510100,19,강북구
2014,수유역푸르지오시티,1000,55,20230120,23.02~24.02,22.43,서울특별시 강북구 미아동,1130510100,15,강북구
2014,수유역푸르지오시티,500,65,20231206,23.02~24.02,22.43,서울특별시 강북구 미아동,1130510100,16,강북구
2022,수유역투웨니퍼스트,20000,0,20230103,23.01~25.01,24.28,서울특별시 강북구 번동,1130510200,4,강북구
2005,효성네오인텔리안,500,60,20230103,23.01~24.01,32.97,서울특별시 강북구 번동,1130510200,6,강북구
2022,수유역투웨니퍼스트,2000,125,20230104,23.02~25.01,29.22,서울특별시 강북구 번동,1130510200,14,강북구
2004,포르텔오피스텔,2000,50,20230105,23.01~24.01,25.6,서울특별시 강북구 번동,1130510200,7,강북구
2022,수유역투웨니퍼스트,22000,0,20230110,23.02~25.02,29.22,서울특별시 강북구 번동,1130510200,14,강북구
2022,수유역투웨니퍼스트,20000,0,20230110,23.01~25.01,24.28,서울특별시 강북구 번동,1130510200,17,강북구
2022,수유역투웨니퍼스트,3000,100,20231101,23.01~24.01,24.28,서울특별시 강북구 번동,1130510200,9,강북구
2022,수유역투웨니퍼스트,25000,0,20231103,23.02~25.02,29.22,서울특별시 강북구 번동,1130510200,11,강북구
2022,수유역투웨니퍼스트,9000,0,20231107,23.02~25.02,29.22,서울특별시 강북구 번동,1130510200,15,강북구
2004,포르텔오피스텔,1000,60,20231109,23.01~24.01,25.6,서울특별시 강북구 번동,1130510200,9,강북구
2022,수유역투웨니퍼스트,22000,0,20231205,23.02~25.02,29.22,서울특별시 강북구 번동,1130510200,6,강북구
2022,수유역투웨니퍼스트,24500,0,20231206,23.02~25.02,29.22,서울특별시 강북구 번동,1130510200,12,강북구
2022,수유역투웨니퍼스트,22000,0,20230130,23.02~25.02,29.22,서울특별시 강북구 번동,1130510200,8,강북구
2003,두온오피스텔,1000,52,20230103,23.01~24.01,33.2,서울특별시 강북구 수유동,1130510300,6,강북구
2005,효성 인텔리안 오피스텔,1000,60,20230103,23.02~24.02,34.13,서울특별시 강북구 수유동,1130510300,6,강북구
2020,씨엘블루,25100,0,20230103,23.01~24.01,43.2,서울특별시 강북구 수유동,1130510300,3,강북구
2005,수유동이테크밸리오피스텔,500,55,20230104,23.01~24.01,27.98,서울특별시 강북구 수유동,1130510300,14,강북구
2003,두온오피스텔,500,55,20230104,23.03~25.03,33.2,서울특별시 강북구 수유동,1130510300,9,강북구
2005,효성 인텔리안 오피스텔,1000,53,20230105,23.01~24.01,31.18,서울특별시 강북구 수유동,1130510300,20,강북구
2005,효성 인텔리안 오피스텔,1000,60,20230105,23.01~24.01,34.13,서울특별시 강북구 수유동,1130510300,14,강북구
2010,평익타워,1000,85,20230105,23.01~25.01,35,서울특별시 강북구 수유동,1130510300,5,강북구
2005,효성 인텔리안 오피스텔,2000,55,20230107,23.01~24.01,34.95,서울특별시 강북구 수유동,1130510300,11,강북구
2003,두온오피스텔,500,57,20230107,23.01~24.01,33.2,서울특별시 강북구 수유동,1130510300,9,강북구
2017,(274-5),12600,0,20230109,23.01~25.01,23.81,서울특별시 강북구 수유동,1130510300,8,강북구
2017,(274-5),500,55,20230109,23.03~24.02,19.17,서울특별시 강북구 수유동,1130510300,2,강북구
2020,씨엘블루,25300,5,20230110,23.02~25.02,45.81,서울특별시 강북구 수유동,1130510300,4,강북구
2005,효성 인텔리안 오피스텔,1000,60,20231101,23.03~24.03,34.51,서울특별시 강북구 수유동,1130510300,17,강북구
2005,효성 인텔리안 오피스텔,1000,60,20231103,23.01~24.01,34.95,서울특별시 강북구 수유동,1130510300,8,강북구
2021,어반빌리움 수유,1000,70,20231103,23.01~25.01,17.01,서울특별시 강북구 수유동,1130510300,13,강북구
2021,에피소드 수유 838,5000,60,20231103,23.02~23.09,22.45,서울특별시 강북구 수유동,1130510300,19,강북구
2021,에피소드 수유 838,1000,94,20231104,23.02~24.02,25.23,서울특별시 강북구 수유동,1130510300,10,강북구
2018,수유동 279-74 주상복합 (채천일),3500,38,20231104,23.01~25.01,16.71,서울특별시 강북구 수유동,1130510300,8,강북구
2005,수유동이테크밸리오피스텔,500,60,20231104,23.03~24.02,27.81,서울특별시 강북구 수유동,1130510300,10,강북구
2021,에피소드 수유 838,1000,68,20231106,23.02~24.02,20.78,서울특별시 강북구 수유동,1130510300,15,강북구
2005,효성 인텔리안 오피스텔,500,60,20230120,23.02~24.02,30.19,서울특별시 강북구 수유동,1130510300,5,강북구
2005,효성 인텔리안 오피스텔,1000,60,20230120,23.02~24.02,34.51,서울특별시 강북구 수유동,1130510300,9,강북구
2010,평익타워,1000,80,20230120,23.02~25.02,36.61,서울특별시 강북구 수유동,1130510300,10,강북구
2002,두온아파트,1000,47,20231209,,27.02,서울특별시 강북구 수유동,1130510300,3,강북구
2021,에피소드 수유 838,1000,72,20230130,23.02~23.05,22.59,서울특별시 강북구 수유동,1130510300,17,강북구
2005,효성 인텔리안 오피스텔,1000,55,20230131,23.02~24.02,29.32,서울특별시 강북구 수유동,1130510300,15,강북구
2021,에피소드 수유 838,5000,68,20230131,23.01~24.01,22.58,서울특별시 강북구 수유동,1130510300,17,강북구
2018,힐트리움 아파트,28000,0,20231108,23.02~25.02,79.89,서울특별시 도봉구 쌍문동,1132010500,2,도봉구
2004,북한산현대렉시온오피스텔,500,65,20230103,23.02~24.02,33.76,서울특별시 도봉구 방학동,1132010600,10,도봉구
2004,북한산현대렉시온오피스텔,500,55,20230104,23.02~24.02,27.76,서울특별시 도봉구 방학동,1132010600,2,도봉구
2021,방학신화 하니엘시티,500,60,20230104,23.01~25.01,15.78,서울특별시 도봉구 방학동,1132010600,13,도봉구
2021,이안 테라디움 방학역,1000,57,20230104,23.01~24.01,17.86,서울특별시 도봉구 방학동,1132010600,6,도봉구
2021,이안 테라디움 방학역,1000,55,20230105,,17.86,서울특별시 도봉구 방학동,1132010600,12,도봉구
2021,이안 테라디움 방학역,500,57,20230107,23.02~24.02,17.86,서울특별시 도봉구 방학동,1132010600,3,도봉구
2021,방학신화 하니엘시티,1000,59,20230109,,15.67,서울특별시 도봉구 방학동,1132010600,12,도봉구
2021,이안 테라디움 방학역,1000,58,20230110,23.02~24.02,17.86,서울특별시 도봉구 방학동,1132010600,8,도봉구
2021,이안 테라디움 방학역,1000,57,20230110,23.01~24.01,17.86,서울특별시 도봉구 방학동,1132010600,7,도봉구
2013,퍼스티안,9300,0,20231101,23.04~25.04,20.32,서울특별시 도봉구 방학동,1132010600,3,도봉구
2021,이안 테라디움 방학역,1000,60,20231107,23.02~24.02,17.86,서울특별시 도봉구 방학동,1132010600,11,도봉구
2004,북한산현대렉시온오피스텔,2000,45,20231109,23.02~24.02,26.4,서울특별시 도봉구 방학동,1132010600,2,도봉구
2004,북한산현대렉시온오피스텔,300,70,20231205,23.02~24.02,26.4,서울특별시 도봉구 방학동,1132010600,3,도봉구
2004,북한산현대렉시온오피스텔,500,55,20231206,23.01~24.01,26.4,서울특별시 도봉구 방학동,1132010600,13,도봉구
2004,북한산현대렉시온오피스텔,500,68,20231206,23.02~24.02,33.76,서울특별시 도봉구 방학동,1132010600,4,도봉구
2004,북한산현대렉시온오피스텔,500,58,20231208,23.02~24.02,26.4,서울특별시 도봉구 방학동,1132010600,10,도봉구
2021,방학신화 하니엘시티,1000,60,20230130,23.03~25.03,15.78,서울특별시 도봉구 방학동,1132010600,6,도봉구
2004,북한산현대렉시온오피스텔,1000,60,20230131,23.02~24.02,32.1,서울특별시 도봉구 방학동,1132010600,8,도봉구
2013,월가타워,10000,4,20230103,,21.51,서울특별시 도봉구 창동,1132010700,5,도봉구
2020,북한산 드림시티,22500,0,20230103,23.01~25.01,29.89,서울특별시 도봉구 창동,1132010700,3,도봉구
2020,북한산 드림시티,2000,90,20230103,23.02~25.02,29.89,서울특별시 도봉구 창동,1132010700,9,도봉구
2020,라르플레이스1단지,22900,0,20230104,,28.33,서울특별시 도봉구 창동,1132010700,13,도봉구
2004,타임프라자,1000,60,20230105,23.01~24.01,26.18,서울특별시 도봉구 창동,1132010700,6,도봉구
2020,북한산 드림시티,22575,0,20230106,23.01~25.01,29.89,서울특별시 도봉구 창동,1132010700,12,도봉구
2004,우성오스빌,15000,0,20230106,23.01~25.01,49.13,서울특별시 도봉구 창동,1132010700,5,도봉구
2003,보성오피스텔,4000,40,20230106,23.03~25.03,29.86,서울특별시 도봉구 창동,1132010700,7,도봉구
2020,북한산 드림시티,5000,75,20230107,23.01~24.01,29.89,서울특별시 도봉구 창동,1132010700,6,도봉구
2020,북한산 드림시티,22000,0,20230107,23.02~25.02,29.89,서울특별시 도봉구 창동,1132010700,4,도봉구
2005,북한산현대홈시티,36000,0,20230107,23.02~25.02,91.42,서울특별시 도봉구 창동,1132010700,12,도봉구
2020,라르플레이스1단지,22000,0,20230109,23.02~25.02,28.33,서울특별시 도봉구 창동,1132010700,4,도봉구
2020,북한산 드림시티,21500,0,20230110,,29.89,서울특별시 도봉구 창동,1132010700,5,도봉구
2003,창동신원리베르텔,500,60,20231102,23.02~25.02,32.76,서울특별시 도봉구 창동,1132010700,13,도봉구
2005,북한산현대홈시티,1000,110,20231103,23.02~25.02,61.57,서울특별시 도봉구 창동,1132010700,7,도봉구
2019,라르플레이스2단지,20000,0,20231103,,29.16,서울특별시 도봉구 창동,1132010700,8,도봉구
2022,창동 노빌리티 캐슬 (Nobility Castle),2000,110,20231104,23.01~25.01,29.91,서울특별시 도봉구 창동,1132010700,11,도봉구
2004,쌍문하이빌,500,55,20231104,23.02~24.02,31.05,서울특별시 도봉구 창동,1132010700,3,도봉구
2003,창동신원리베르텔,500,60,20231106,23.01~24.01,34.89,서울특별시 도봉구 창동,1132010700,12,도봉구
2020,북한산 드림시티,20000,0,20231106,23.04~25.04,29.89,서울특별시 도봉구 창동,1132010700,11,도봉구
2018,북한산 파크,19289,0,20231106,23.01~25.01,28.63,서울특별시 도봉구 창동,1132010700,4,도봉구
2003,노블캐슬오피스텔,9000,0,20231106,23.02~25.02,24.68,서울특별시 도봉구 창동,1132010700,7,도봉구
2020,라르플레이스1단지,1000,74,20231107,23.01~25.01,28.33,서울특별시 도봉구 창동,1132010700,10,도봉구
2015,성우스타팰리스,25000,0,20231108,23.02~24.02,61.07,서울특별시 도봉구 창동,1132010700,2,도봉구
2004,EQ빌딩,500,55,20231109,23.02~24.02,28.35,서울특별시 도봉구 창동,1132010700,11,도봉구
2005,북한산현대홈시티,28350,0,20230120,,64.09,서울특별시 도봉구 창동,1132010700,14,도봉구
2020,북한산 드림시티,5000,75,20230120,23.02~25.02,29.89,서울특별시 도봉구 창동,1132010700,7,도봉구
2004,우성오스빌,12000,5,20230120,23.02~25.02,43.66,서울특별시 도봉구 창동,1132010700,7,도봉구
2019,라르플레이스2단지,1000,72,20230120,23.03~24.03,29.16,서울특별시 도봉구 창동,1132010700,3,도봉구
2005,북한산현대홈시티,20000,50,20231205,23.01~25.01,60.97,서울특별시 도봉구 창동,1132010700,11,도봉구
2019,라르플레이스2단지,7000,45,20231207,23.03~25.03,29.16,서울특별시 도봉구 창동,1132010700,11,도봉구
2005,북한산현대홈시티,5000,80,20231207,23.02~25.02,64.09,서울특별시 도봉구 창동,1132010700,10,도봉구
2020,북한산 드림시티,22500,0,20231207,23.02~25.02,29.89,서울특별시 도봉구 창동,1132010700,12,도봉구
2020,북한산 드림시티,2000,78,20231208,23.02~25.02,29.89,서울특별시 도봉구 창동,1132010700,7,도봉구
2005,북한산현대홈시티,30000,0,20231208,23.03~25.03,60.97,서울특별시 도봉구 창동,1132010700,11,도봉구
2005,북한산현대홈시티,27300,0,20231208,23.02~24.09,64.09,서울특별시 도봉구 창동,1132010700,7,도봉구
2005,북한산현대홈시티,26000,0,20230130,,60.97,서울특별시 도봉구 창동,1132010700,4,도봉구
2003,창동신원리베르텔,500,60,20230131,23.03~24.02,34.89,서울특별시 도봉구 창동,1132010700,8,도봉구
2022,한원힐트리움_NK,3000,95,20230131,23.01~24.01,35.24,서울특별시 도봉구 창동,1132010700,3,도봉구
2005,북한산현대홈시티,6000,70,20230131,,60.97,서울특별시 도봉구 창동,1132010700,3,도봉구
2018,도봉 엠블렘,500,50,20230102,23.01~23.07,18.96,서울특별시 도봉구 도봉동,1132010800,7,도봉구
존재하지 않음,도봉 투웨니퍼스트 2단지,2000,80,20230103,23.01~24.05,29.66,서울특별시 도봉구 도봉동,1132010800,13,도봉구
존재하지 않음,도봉미성,12000,0,20230104,23.01~25.01,28.8,서울특별시 도봉구 도봉동,1132010800,4,도봉구
2018,도봉 엠블렘,500,49,20230105,23.03~24.02,18.96,서울특별시 도봉구 도봉동,1132010800,4,도봉구
2017,도봉 투웨니퍼스트 1단지,18500,0,20230106,23.02~25.02,29.66,서울특별시 도봉구 도봉동,1132010800,10,도봉구
2018,도봉 엠블렘,300,55,20230106,23.01~24.01,18.96,서울특별시 도봉구 도봉동,1132010800,6,도봉구
2018,도봉 엠블렘,500,44,20230106,23.01~24.01,18.96,서울특별시 도봉구 도봉동,1132010800,9,도봉구
2018,도봉 엠블렘,6600,16,20230109,23.02~25.02,18.96,서울특별시 도봉구 도봉동,1132010800,2,도봉구
2018,도봉 엠블렘,9000,0,20231101,,16.99,서울특별시 도봉구 도봉동,1132010800,2,도봉구
존재하지 않음,도봉 투웨니퍼스트 2단지,16000,0,20231107,23.02~25.02,29.66,서울특별시 도봉구 도봉동,1132010800,2,도봉구
2018,도봉 엠블렘,500,50,20231107,23.02~24.02,18.96,서울특별시 도봉구 도봉동,1132010800,9,도봉구
존재하지 않음,도봉 투웨니퍼스트 2단지,3000,50,20231109,23.01~23.06,29.66,서울특별시 도봉구 도봉동,1132010800,2,도봉구
2018,도봉 엠블렘,10000,0,20230120,23.03~25.03,18.96,서울특별시 도봉구 도봉동,1132010800,4,도봉구
2018,도봉 엠블렘,500,47,20231206,23.02~24.02,18.96,서울특별시 도봉구 도봉동,1132010800,10,도봉구
2017,도봉 투웨니퍼스트 1단지,1000,78,20231207,23.02~25.02,29.66,서울특별시 도봉구 도봉동,1132010800,2,도봉구
2017,도봉 투웨니퍼스트 1단지,1000,78,20231208,23.02~24.02,29.66,서울특별시 도봉구 도봉동,1132010800,14,도봉구
존재하지 않음,도봉 투웨니퍼스트 2단지,1000,77,20231208,23.01~24.01,29.66,서울특별시 도봉구 도봉동,1132010800,3,도봉구
2018,도봉 엠블렘,500,53,20231208,23.02~24.02,19.7,서울특별시 도봉구 도봉동,1132010800,4,도봉구
2017,도봉 투웨니퍼스트 1단지,1000,80,20231208,23.02~24.02,29.66,서울특별시 도봉구 도봉동,1132010800,6,도봉구
2017,도봉 투웨니퍼스트 1단지,17000,0,20230130,23.02~25.02,29.66,서울특별시 도봉구 도봉동,1132010800,13,도봉구
2018,도봉 엠블렘,500,50,20230130,23.02~24.02,18.96,서울특별시 도봉구 도봉동,1132010800,8,도봉구
2003,퍼스트빌,500,40,20230130,23.02~24.02,27.52,서울특별시 도봉구 도봉동,1132010800,4,도봉구
존재하지 않음,도봉 투웨니퍼스트 2단지,17000,0,20230131,23.02~25.02,29.66,서울특별시 도봉구 도봉동,1132010800,7,도봉구
2018,도봉 엠블렘,500,49,20230131,23.02~24.02,19.7,서울특별시 도봉구 도봉동,1132010800,6,도봉구
2003,카펠라오피스텔,11550,0,20230110,23.02~25.02,33.75,서울특별시 노원구 월계동,1135010200,3,노원구
2003,카펠라오피스텔,500,55,20231104,23.01~24.01,30,서울특별시 노원구 월계동,1135010200,5,노원구
2003,카펠라오피스텔,1000,50,20231205,23.01~24.01,30,서울특별시 노원구 월계동,1135010200,6,노원구
2003,카펠라오피스텔,500,55,20230130,23.02~25.02,30,서울특별시 노원구 월계동,1135010200,6,노원구
2003,엘네스트빌 오피스텔,1000,55,20230106,23.01~24.01,22.8,서울특별시 노원구 공릉동,1135010300,6,노원구
2004,로우폴리스,11000,0,20231101,,28.69,서울특별시 노원구 공릉동,1135010300,7,노원구
2003,엘네스트빌 오피스텔,1000,60,20231104,23.02~24.02,22.8,서울특별시 노원구 공릉동,1135010300,4,노원구
2004,진주오피스텔,21000,0,20231105,23.02~25.02,44.4,서울특별시 노원구 공릉동,1135010300,5,노원구
2012,건양오피스텔,1000,45,20231208,23.02~24.02,17.14,서울특별시 노원구 공릉동,1135010300,2,노원구
2004,로우폴리스,10000,0,20231208,23.02~25.02,22.99,서울특별시 노원구 공릉동,1135010300,11,노원구
2004,NS1077,1000,75,20230130,23.02~24.02,34.71,서울특별시 노원구 공릉동,1135010300,7,노원구
2012,건양오피스텔,1000,45,20230130,23.02~24.02,17.98,서울특별시 노원구 공릉동,1135010300,7,노원구
2012,건양오피스텔,1000,45,20230131,23.02~24.02,17.14,서울특별시 노원구 공릉동,1135010300,2,노원구
2003,삼정 이오니아,1000,55,20230110,23.01~25.01,26.91,서울특별시 노원구 하계동,1135010400,6,노원구
2003,수락네스트죤,9000,13,20230102,23.01~25.01,29.97,서울특별시 노원구 상계동,1135010500,4,노원구
2023,노원역 보미더클래스 오피스텔,1000,80,20230103,23.02~24.02,18.96,서울특별시 노원구 상계동,1135010500,14,노원구
2023,노원역 보미더클래스 오피스텔,5000,35,20230104,23.01~25.01,18.96,서울특별시 노원구 상계동,1135010500,12,노원구
2023,노원역 보미더클래스 오피스텔,1000,80,20230105,23.01~24.01,18.96,서울특별시 노원구 상계동,1135010500,20,노원구
2023,노원역 보미더클래스 오피스텔,9000,70,20230105,23.02~24.02,29.26,서울특별시 노원구 상계동,1135010500,10,노원구
2023,노원역 보미더클래스 오피스텔,8000,80,20230105,23.02~24.02,29.26,서울특별시 노원구 상계동,1135010500,14,노원구
2004,노빌리안골드,500,53,20230108,23.02~24.02,26.64,서울특별시 노원구 상계동,1135010500,7,노원구
2023,노원역 보미더클래스 오피스텔,1000,70,20230108,23.01~24.01,18.96,서울특별시 노원구 상계동,1135010500,16,노원구
2005,토마토파르코,1000,60,20230109,23.02~24.02,36.77,서울특별시 노원구 상계동,1135010500,5,노원구
2004,노빌리안골드,500,55,20230109,23.01~24.01,26.64,서울특별시 노원구 상계동,1135010500,14,노원구
2012,(1117-2),7000,0,20230110,23.01~25.01,19.6,서울특별시 노원구 상계동,1135010500,3,노원구
2006,보광빌딩,500,60,20230110,23.02~24.02,41.38,서울특별시 노원구 상계동,1135010500,5,노원구
2003,하이베라스,2000,55,20230110,23.01~24.01,39.29,서울특별시 노원구 상계동,1135010500,5,노원구
1993,(693-2),500,60,20230110,23.02~25.02,31.15,서울특별시 노원구 상계동,1135010500,9,노원구
1993,(693-2),1000,60,20230110,23.02~24.02,31.15,서울특별시 노원구 상계동,1135010500,7,노원구
2023,노원역 보미더클래스 오피스텔,1000,70,20231101,23.02~24.02,18.96,서울특별시 노원구 상계동,1135010500,18,노원구
2014,소담빌,500,55,20231101,23.01~24.01,18.81,서울특별시 노원구 상계동,1135010500,2,노원구
2004,오피앙,500,50,20231101,23.02~24.02,27.78,서울특별시 노원구 상계동,1135010500,4,노원구
2023,노원역 보미더클래스 오피스텔,14000,0,20231101,23.02~25.02,18.96,서울특별시 노원구 상계동,1135010500,13,노원구
2004,오피앙,500,45,20231101,23.01~24.01,23.37,서울특별시 노원구 상계동,1135010500,5,노원구
2023,노원역 보미더클래스 오피스텔,1000,70,20231102,23.01~25.01,18.96,서울특별시 노원구 상계동,1135010500,9,노원구
2003,마블러스2,1000,55,20231102,23.01~24.01,23.05,서울특별시 노원구 상계동,1135010500,5,노원구
2004,오피앙,8500,0,20231102,23.01~25.01,23.37,서울특별시 노원구 상계동,1135010500,5,노원구
2023,노원역 보미더클래스 오피스텔,14000,0,20231103,23.02~25.02,18.96,서울특별시 노원구 상계동,1135010500,19,노원구
2023,노원역 보미더클래스 오피스텔,1000,130,20231103,23.01~24.01,29.26,서울특별시 노원구 상계동,1135010500,10,노원구
2023,노원역 보미더클래스 오피스텔,1000,75,20231103,23.01~24.01,18.96,서울특별시 노원구 상계동,1135010500,11,노원구
2023,노원역 보미더클래스 오피스텔,1000,75,20231103,23.02~25.02,18.96,서울특별시 노원구 상계동,1135010500,11,노원구
2004,노빌리안골드,500,55,20231104,23.02~24.02,27.72,서울특별시 노원구 상계동,1135010500,8,노원구
2005,토마토파르코,3000,50,20231106,23.02~24.02,36.77,서울특별시 노원구 상계동,1135010500,10,노원구
2004,오피앙,2000,34,20231107,,23.37,서울특별시 노원구 상계동,1135010500,4,노원구
2023,노원역 보미더클래스 오피스텔,22800,5,20231108,,29.26,서울특별시 노원구 상계동,1135010500,14,노원구
2023,노원역 보미더클래스 오피스텔,22800,5,20231108,,29.26,서울특별시 노원구 상계동,1135010500,14,노원구
2004,오피앙,1000,42,20231109,23.02~24.02,23.37,서울특별시 노원구 상계동,1135010500,11,노원구
2023,노원역 보미더클래스 오피스텔,1000,75,20230120,23.02~24.02,18.96,서울특별시 노원구 상계동,1135010500,9,노원구
2023,노원역 보미더클래스 오피스텔,1000,70,20230120,23.02~24.02,18.96,서울특별시 노원구 상계동,1135010500,5,노원구
2023,노원역 보미더클래스 오피스텔,1000,70,20230120,23.02~24.02,18.96,서울특별시 노원구 상계동,1135010500,5,노원구
2023,노원역 보미더클래스 오피스텔,22000,0,20231201,23.02~25.02,29.26,서울특별시 노원구 상계동,1135010500,18,노원구
2023,노원역 보미더클래스 오피스텔,1000,75,20231205,23.02~24.02,18.96,서울특별시 노원구 상계동,1135010500,5,노원구
