built_year,officetel_name,security_deposit,monthly_rent,contract_date,lease_term,net_leasable_area,address,legal_code,floor,ward
1998,파크뷰타워,2000,65,20230107,23.01~24.01,25.65,서울특별시 종로구 필운동,1111011300,7,종로구
2004,경희궁의 아침 3단지,26000,0,20230103,,37.5,서울특별시 종로구 내수동,1111011800,4,종로구
2004,용비어천가,29000,0,20230105,23.01~25.01,37.56,서울특별시 종로구 내수동,1111011800,18,종로구
2004,광화문시대,1000,80,20230105,23.01~24.01,31.75,서울특별시 종로구 내수동,1111011800,12,종로구
2004,광화문시대,5000,70,20230105,23.01~24.01,31.75,서울특별시 종로구 내수동,1111011800,8,종로구
2004,경희궁의 아침 4단지,1000,85,20230105,23.01~24.01,28.24,서울특별시 종로구 내수동,1111011800,15,종로구
2004,용비어천가,1000,95,20230106,23.02~24.02,33,서울특별시 종로구 내수동,1111011800,16,종로구
2004,용비어천가,1000,105,20230106,23.01~24.01,42.83,서울특별시 종로구 내수동,1111011800,8,종로구
2004,광화문시대,38000,0,20230106,23.01~25.01,56.56,서울특별시 종로구 내수동,1111011800,17,종로구
2004,경희궁의 아침 4단지,22000,0,20230106,23.01~25.01,28.24,서울특별시 종로구 내수동,1111011800,16,종로구
2004,용비어천가,10000,60,20230110,23.01~24.01,37.56,서울특별시 종로구 내수동,1111011800,10,종로구
2004,광화문시대,15000,25,20230110,23.01~24.01,32.01,서울특별시 종로구 내수동,1111011800,14,종로구
2004,용비어천가,27000,0,20230110,23.02~25.02,37.56,서울특별시 종로구 내수동,1111011800,15,종로구
2004,용비어천가,3000,80,20231101,23.02~24.02,30.36,서울특별시 종로구 내수동,1111011800,12,종로구
2004,경희궁의 아침 3단지,25000,0,20231103,23.02~25.02,37.5,서울특별시 종로구 내수동,1111011800,2,종로구
2004,경희궁의 아침 2단지,23000,75,20231104,23.03~25.03,51.02,서울특별시 종로구 내수동,1111011800,9,종로구
2004,광화문시대,1000,75,20231106,23.01~24.01,31.37,서울특별시 종로구 내수동,1111011800,17,종로구
2004,광화문시대,23000,0,20231106,23.02~25.08,33.3,서울특별시 종로구 내수동,1111011800,12,종로구
2004,용비어천가,2000,155,20231107,23.02~24.02,58.92,서울특별시 종로구 내수동,1111011800,15,종로구
2004,용비어천가,1000,80,20231108,23.02~24.02,30.36,서울특별시 종로구 내수동,1111011800,5,종로구
2004,광화문시대,24500,0,20231108,23.02~24.02,35.71,서울특별시 종로구 내수동,1111011800,6,종로구
2004,용비어천가,27000,0,20231108,23.02~24.02,33,서울특별시 종로구 내수동,1111011800,16,종로구
2004,광화문시대,22000,0,20231109,23.02~25.02,32.01,서울특별시 종로구 내수동,1111011800,9,종로구
2004,용비어천가,20500,0,20231204,23.02~25.02,30.76,서울특별시 종로구 내수동,1111011800,2,종로구
2004,광화문시대,20000,20,20231205,23.02~25.02,33.3,서울특별시 종로구 내수동,1111011800,4,종로구
2004,용비어천가,1700,120,20230130,23.03~25.03,37.56,서울특별시 종로구 내수동,1111011800,14,종로구
2020,디팰리스,49700,0,20231207,23.02~25.02,40.15,서울특별시 종로구 신문로2가,1111012100,4,종로구
2020,디팰리스,120000,0,20231208,23.03~25.03,81.52,서울특별시 종로구 신문로2가,1111012100,5,종로구
2004,두산위브파빌리온,4500,82,20230104,23.01~24.01,35.22,서울특별시 종로구 수송동,1111012400,6,종로구
2004,두산위브파빌리온,17000,110,20231105,23.03~25.03,74.84,서울특별시 종로구 수송동,1111012400,9,종로구
2004,두산위브파빌리온,22000,0,20231205,23.02~25.02,35.22,서울특별시 종로구 수송동,1111012400,6,종로구
2004,두산위브파빌리온,1000,100,20230131,23.02~25.02,35.22,서울특별시 종로구 수송동,1111012400,12,종로구
2007,르메이에르종로타운1,2000,155,20230130,23.02~24.02,56.64,서울특별시 종로구 종로1가,1111012600,7,종로구
2004,BIZ-WELL 종로 오피스텔,500,58,20230104,23.01~24.01,17.42,서울특별시 종로구 익선동,1111013300,4,종로구
2004,BIZ-WELL 종로 오피스텔,1000,70,20231207,23.02~23.08,23.14,서울특별시 종로구 익선동,1111013300,9,종로구
2005,운현궁 에스케이 허브,10000,50,20231103,23.02~24.02,35.36,서울특별시 종로구 경운동,1111013400,11,종로구
2019,드래곤팰리스,1000,80,20230107,23.01~24.01,23.07,서울특별시 종로구 돈의동,1111015300,3,종로구
2020,종로 하이뷰 디아트,1000,85,20231103,23.01~24.01,18.16,서울특별시 종로구 관수동,1111015500,10,종로구
2022,신일 해피트리앤,6000,60,20230130,23.01~24.06,19.34,서울특별시 종로구 관수동,1111015500,4,종로구
2006,효성주얼리시티,2000,140,20231104,23.03~25.03,60.37,서울특별시 종로구 인의동,1111015700,4,종로구
2021,루비온오피스텔,20000,0,20231107,23.01~25.01,18.2,서울특별시 종로구 인의동,1111015700,4,종로구
2021,루비온오피스텔,2000,70,20230130,23.02~24.02,18.2,서울특별시 종로구 인의동,1111015700,4,종로구
2003,코윈 팔레스뷰 오피스텔,22000,20,20230105,23.02~25.02,32.8,서울특별시 종로구 원남동,1111015900,6,종로구
2022,휴스턴오피스텔 창경궁 C,1000,90,20230109,23.02~24.02,21.99,서울특별시 종로구 원남동,1111015900,2,종로구
2003,코윈 팔레스뷰 오피스텔,3000,50,20231103,23.02~24.02,21.01,서울특별시 종로구 원남동,1111015900,2,종로구
2022,휴스턴오피스텔 창경궁 C,23000,0,20231104,23.01~25.01,21.99,서울특별시 종로구 원남동,1111015900,3,종로구
2022,휴스턴오피스텔 창경궁 C,1000,90,20231104,23.01~24.01,21.99,서울특별시 종로구 원남동,1111015900,2,종로구
2003,코윈 팔레스뷰 오피스텔,1000,75,20231108,23.01~25.01,24.03,서울특별시 종로구 원남동,1111015900,2,종로구
2003,코윈 팔레스뷰 오피스텔,1000,70,20231109,23.02~24.02,24.03,서울특별시 종로구 원남동,1111015900,9,종로구
2022,휴스턴오피스텔 창경궁 C,5000,140,20231208,23.02~25.02,36.62,서울특별시 종로구 원남동,1111015900,2,종로구
2003,코윈 팔레스뷰 오피스텔,2000,90,20231208,23.03~24.02,32.8,서울특별시 종로구 원남동,1111015900,9,종로구
2022,더넥스트 종로,24000,0,20230104,23.01~25.01,18.66,서울특별시 종로구 연지동,1111016000,10,종로구
2015,아르젠종로,11000,15,20230106,23.02~25.02,15.76,서울특별시 종로구 연지동,1111016000,6,종로구
2015,아르젠종로,11000,15,20230106,23.02~25.02,15.76,서울특별시 종로구 연지동,1111016000,6,종로구
2019,로얄파크뷰,28600,0,20230109,23.01~25.01,37.31,서울특별시 종로구 연지동,1111016000,7,종로구
2019,리베르떼_연지,22050,0,20230110,,27.5,서울특별시 종로구 연지동,1111016000,3,종로구
2019,리베르떼_연지,19400,0,20230130,23.01~25.01,23.2,서울특별시 종로구 연지동,1111016000,8,종로구
2003,반도 보라 아이비 타워,12678,0,20230105,23.01~25.01,22.72,서울특별시 종로구 효제동,1111016200,8,종로구
2003,반도 보라 아이비 타워,1000,73,20230105,23.01~25.01,30.7,서울특별시 종로구 효제동,1111016200,6,종로구
2020,센트럴시티대학로,19000,0,20230106,23.01~25.01,17.28,서울특별시 종로구 효제동,1111016200,10,종로구
2019,BS타워,1000,69,20230109,23.01~24.01,19.83,서울특별시 종로구 효제동,1111016200,5,종로구
2020,센트럴시티대학로,3500,50,20231101,23.01~24.01,17.28,서울특별시 종로구 효제동,1111016200,8,종로구
2003,반도 보라 아이비 타워,1000,70,20231102,23.02~25.02,27.58,서울특별시 종로구 효제동,1111016200,9,종로구
2020,센트럴시티대학로,21000,0,20231106,23.01~25.01,17.28,서울특별시 종로구 효제동,1111016200,10,종로구
2021,이지마루종로,2000,110,20231106,,24.73,서울특별시 종로구 효제동,1111016200,5,종로구
2019,BS타워,1000,95,20231109,23.03~24.02,26.07,서울특별시 종로구 효제동,1111016200,8,종로구
2019,BS타워,1000,77,20230120,23.01~24.01,19.83,서울특별시 종로구 효제동,1111016200,4,종로구
2003,반도 보라 아이비 타워,1000,71,20231205,23.02~24.02,32.27,서울특별시 종로구 효제동,1111016200,3,종로구
2003,반도 보라 아이비 타워,1000,70,20231208,23.02~25.02,30.7,서울특별시 종로구 효제동,1111016200,2,종로구
2003,반도 보라 아이비 타워,1000,70,20231208,23.02~25.02,30.7,서울특별시 종로구 효제동,1111016200,2,종로구
2022,종로5가역 하이뷰더광장,1000,90,20230105,23.02~24.02,18.97,서울특별시 종로구 종로5가,1111016300,8,종로구
2022,종로5가역 하이뷰더광장,6000,75,20230105,23.01~25.01,18.97,서울특별시 종로구 종로5가,1111016300,13,종로구
2022,종로5가역 하이뷰더광장,1000,100,20230107,23.01~24.01,18.97,서울특별시 종로구 종로5가,1111016300,5,종로구
2022,종로5가역 하이뷰더광장,20000,0,20230110,23.02~25.02,18.97,서울특별시 종로구 종로5가,1111016300,9,종로구
2022,종로5가역 하이뷰더광장,19500,0,20231101,23.01~25.01,18.97,서울특별시 종로구 종로5가,1111016300,15,종로구
2022,종로5가역 하이뷰더광장,10000,55,20231101,23.01~25.01,18.97,서울특별시 종로구 종로5가,1111016300,14,종로구
2022,종로5가역 하이뷰더광장,1000,100,20231103,23.02~24.02,18.97,서울특별시 종로구 종로5가,1111016300,15,종로구
2022,종로5가역 하이뷰더광장,1000,95,20230120,23.01~24.01,18.97,서울특별시 종로구 종로5가,1111016300,11,종로구
2022,종로5가역 하이뷰더광장,20000,0,20231204,23.02~25.02,18.97,서울특별시 종로구 종로5가,1111016300,8,종로구
2022,종로5가역 하이뷰더광장,5000,70,20231207,23.02~24.02,18.97,서울특별시 종로구 종로5가,1111016300,9,종로구
2022,종로5가역 하이뷰더광장,20000,0,20231207,,18.97,서울특별시 종로구 종로5가,1111016300,15,종로구
2022,종로5가역 하이뷰더광장,20000,0,20231208,23.02~25.02,18.97,서울특별시 종로구 종로5가,1111016300,15,종로구
2022,종로5가역 하이뷰더광장,10000,50,20231208,23.02~24.02,18.97,서울특별시 종로구 종로5가,1111016300,9,종로구
2001,대보마로니에텔,2000,50,20230110,23.01~25.12,26.52,서울특별시 종로구 연건동,1111016600,9,종로구
2001,대보마로니에텔,2000,55,20230120,23.02~25.02,26.52,서울특별시 종로구 연건동,1111016600,2,종로구
2020,종로 웰라이프,21000,0,20230109,23.03~25.03,27.04,서울특별시 종로구 창신동,1111017400,2,종로구
2021,(255-1),21000,0,20231205,23.03~25.03,17.8,서울특별시 종로구 창신동,1111017400,9,종로구
2020,종로 웰라이프,20000,0,20231207,,27.04,서울특별시 종로구 창신동,1111017400,4,종로구
2005,동양파라빌,12500,0,20230102,,24.93,서울특별시 종로구 숭인동,1111017500,13,종로구
2014,디세븐,500,50,20230103,23.01~24.01,15.04,서울특별시 종로구 숭인동,1111017500,6,종로구
2012,삼전솔하임2차,1000,50,20230103,23.02~24.02,18.87,서울특별시 종로구 숭인동,1111017500,3,종로구
2016,아이비씨 호텔 앤 오피스텔,1000,63,20230103,23.01~24.01,21.36,서울특별시 종로구 숭인동,1111017500,10,종로구
2005,동양파라빌,500,65,20230103,23.02~24.02,27.09,서울특별시 종로구 숭인동,1111017500,9,종로구
2002,수석컴비즈텔,1000,45,20230104,23.02~25.02,26.46,서울특별시 종로구 숭인동,1111017500,7,종로구
2005,경일오피스텔,2000,64,20230104,23.02~24.02,31.09,서울특별시 종로구 숭인동,1111017500,4,종로구
2005,동양파라빌,1000,60,20230105,23.02~24.02,27.09,서울특별시 종로구 숭인동,1111017500,11,종로구
2005,경일오피스텔,1000,48,20230105,23.02~24.02,20.14,서울특별시 종로구 숭인동,1111017500,6,종로구
2004,종로대우디오빌,1000,70,20230105,,29.65,서울특별시 종로구 숭인동,1111017500,15,종로구
2005,동양파라빌,1000,60,20230105,23.01~24.01,24.93,서울특별시 종로구 숭인동,1111017500,11,종로구
2005,경일오피스텔,1000,50,20230105,23.02~24.02,22.55,서울특별시 종로구 숭인동,1111017500,9,종로구
2005,동양파라빌,1000,65,20230105,23.02~24.02,27.09,서울특별시 종로구 숭인동,1111017500,12,종로구
2005,경일오피스텔,2000,45,20230105,23.02~24.02,22.42,서울특별시 종로구 숭인동,1111017500,4,종로구
2016,아이비씨 호텔 앤 오피스텔,1000,63,20230106,23.02~24.02,21.45,서울특별시 종로구 숭인동,1111017500,13,종로구
2012,삼전솔하임2차,3000,45,20230106,23.01~24.01,19.18,서울특별시 종로구 숭인동,1111017500,3,종로구
2014,삼전솔하임4차,1000,50,20230106,23.02~24.02,19.17,서울특별시 종로구 숭인동,1111017500,2,종로구
2005,경일오피스텔,1000,50,20230107,23.02~24.02,22.42,서울특별시 종로구 숭인동,1111017500,9,종로구
2014,삼전솔하임4차,10500,10,20230107,23.02~25.02,19.17,서울특별시 종로구 숭인동,1111017500,3,종로구
2005,경일오피스텔,3000,43,20230107,23.02~24.02,23.32,서울특별시 종로구 숭인동,1111017500,14,종로구
2020,블루카운티 숭인Ⅰ,23000,0,20230109,23.02~25.02,26.63,서울특별시 종로구 숭인동,1111017500,6,종로구
2013,종로 아인스빌,2000,45,20230109,23.01~24.01,17.88,서울특별시 종로구 숭인동,1111017500,9,종로구
2005,경일오피스텔,3000,40,20230109,23.03~24.03,22.55,서울특별시 종로구 숭인동,1111017500,3,종로구
2005,엘리시앙오피스텔,12500,0,20230109,23.02~25.02,27.36,서울특별시 종로구 숭인동,1111017500,7,종로구
2020,(317-29),3000,53,20230109,23.02~24.02,17.17,서울특별시 종로구 숭인동,1111017500,8,종로구
2022,더 카르페디엠 종로 오피스텔,22500,0,20230110,23.02~25.02,24.21,서울특별시 종로구 숭인동,1111017500,11,종로구
2022,한라 운종가,33000,0,20230110,23.02~25.02,39.94,서울특별시 종로구 숭인동,1111017500,17,종로구
2014,숭인한양LEEPS,500,60,20230110,23.02~24.01,17.07,서울특별시 종로구 숭인동,1111017500,16,종로구
2004,롯데캐슬 천지인,25000,0,20231101,23.02~25.02,39.6,서울특별시 종로구 숭인동,1111017500,21,종로구
2020,헤스티아,12500,0,20231101,23.02~25.02,13.12,서울특별시 종로구 숭인동,1111017500,3,종로구
2020,블루카운티 숭인Ⅰ,23000,0,20231101,23.02~25.02,27.18,서울특별시 종로구 숭인동,1111017500,5,종로구
2004,롯데캐슬 천지인,1000,85,20231102,23.01~24.01,39.6,서울특별시 종로구 숭인동,1111017500,12,종로구
2004,종로대우디오빌,12000,0,20231102,22.12~24.12,30.17,서울특별시 종로구 숭인동,1111017500,15,종로구
2022,한라 운종가,30000,0,20231102,23.02~25.02,41.48,서울특별시 종로구 숭인동,1111017500,7,종로구
2016,아폴리움 오피스텔,1000,57,20231103,23.02~24.02,15.2,서울특별시 종로구 숭인동,1111017500,7,종로구
2005,경일오피스텔,1000,60,20231103,23.02~24.02,27.49,서울특별시 종로구 숭인동,1111017500,5,종로구
2019,케이디오피스텔,2000,60,20231104,23.02~24.02,18.56,서울특별시 종로구 숭인동,1111017500,2,종로구
2022,한라 운종가,20000,0,20231104,23.01~25.01,21.14,서울특별시 종로구 숭인동,1111017500,11,종로구
2004,종로대우디오빌,1000,65,20231104,23.01~24.01,30.17,서울특별시 종로구 숭인동,1111017500,6,종로구
2022,한라 운종가,3000,165,20231104,23.01~24.01,39.94,서울특별시 종로구 숭인동,1111017500,16,종로구
2014,숭인한양LEEPS,1000,55,20231104,23.01~24.01,17.07,서울특별시 종로구 숭인동,1111017500,12,종로구
2004,종로대우디오빌,1000,65,20231106,23.01~24.01,28.89,서울특별시 종로구 숭인동,1111017500,5,종로구
2014,삼전솔하임4차,11000,5,20231106,23.02~25.02,19.17,서울특별시 종로구 숭인동,1111017500,6,종로구
2005,경일오피스텔,2000,44,20231108,23.02~24.02,22.55,서울특별시 종로구 숭인동,1111017500,5,종로구
2013,종로유케이201,10000,0,20231108,23.02~25.02,15.25,서울특별시 종로구 숭인동,1111017500,4,종로구
2005,경일오피스텔,1000,45,20231109,23.02~24.02,18.82,서울특별시 종로구 숭인동,1111017500,8,종로구
2022,한라 운종가,1000,100,20231203,23.01~24.01,21.53,서울특별시 종로구 숭인동,1111017500,13,종로구
2005,동양파라빌,1000,55,20231204,23.02~24.01,27.09,서울특별시 종로구 숭인동,1111017500,3,종로구
2019,케이디오피스텔,2000,60,20231205,23.02~24.02,18.18,서울특별시 종로구 숭인동,1111017500,6,종로구
2017,블루빌,25500,0,20231205,23.04~25.04,46.36,서울특별시 종로구 숭인동,1111017500,3,종로구
2005,동양파라빌,1000,55,20231206,23.01~24.01,27.09,서울특별시 종로구 숭인동,1111017500,4,종로구
2014,삼전솔하임4차,1000,60,20231207,23.01~24.01,19.17,서울특별시 종로구 숭인동,1111017500,7,종로구
2005,동양파라빌,500,60,20231207,23.02~24.02,24.93,서울특별시 종로구 숭인동,1111017500,9,종로구
2016,아이비씨 호텔 앤 오피스텔,1000,63,20231207,23.01~24.01,21.45,서울특별시 종로구 숭인동,1111017500,11,종로구
2004,롯데캐슬 천지인,1000,85,20231208,23.02~24.02,39.6,서울특별시 종로구 숭인동,1111017500,14,종로구
2005,동양파라빌,500,60,20231208,23.02~24.02,24.93,서울특별시 종로구 숭인동,1111017500,2,종로구
2013,(1392),5000,30,20231208,,19.84,서울특별시 종로구 숭인동,1111017500,3,종로구
2013,종로 동광모닝스카이,2000,50,20230130,23.02~24.02,19.95,서울특별시 종로구 숭인동,1111017500,5,종로구
2013,(1392),1000,60,20230130,23.02~24.02,19.84,서울특별시 종로구 숭인동,1111017500,6,종로구
2013,종로 동광모닝스카이,10300,9,20230131,23.02~25.02,19.95,서울특별시 종로구 숭인동,1111017500,6,종로구
2005,동양파라빌,1000,57,20230131,23.03~25.03,24.93,서울특별시 종로구 숭인동,1111017500,11,종로구
2013,종로 아인스빌,12500,0,20230131,23.02~25.02,17.88,서울특별시 종로구 숭인동,1111017500,4,종로구
2013,종로 동광모닝스카이,10300,12,20230131,,19.95,서울특별시 종로구 숭인동,1111017500,6,종로구
2022,한라 운종가,1000,98,20230131,23.02~25.02,20.67,서울특별시 종로구 숭인동,1111017500,9,종로구
2022,한라 운종가,1000,100,20230131,23.01~24.02,19.65,서울특별시 종로구 숭인동,1111017500,16,종로구
2017,경희궁자이,1000,94,20231206,23.02~24.02,25.66,서울특별시 종로구 교북동,1111018000,2,종로구
2003,오피스텔 천지인,500,50,20231208,23.01~24.01,23.01,서울특별시 종로구 평창동,1111018300,3,종로구
2002,캐피탈오피스텔,1000,50,20230103,23.01~24.01,24.53,서울특별시 종로구 부암동,1111018400,1,종로구
2002,캐피탈오피스텔,1000,50,20231205,23.02~24.01,24.53,서울특별시 종로구 부암동,1111018400,1,종로구
2002,캐피탈오피스텔,1000,45,20231208,23.02~24.02,24.53,서울특별시 종로구 부암동,1111018400,2,종로구
2005,세검정아트오피스텔,16000,0,20231209,,63.81,서울특별시 종로구 홍지동,1111018500,2,종로구
2007,명동 엠퍼스트플레이스,300,100,20230103,23.01~24.01,18.6,서울특별시 중구 충무로2가,1114012500,12,중구
2007,명동 엠퍼스트플레이스,5000,68,20230106,,20.28,서울특별시 중구 충무로2가,1114012500,10,중구
2007,명동 엠퍼스트플레이스,20000,0,20231204,23.02~25.02,18.6,서울특별시 중구 충무로2가,1114012500,9,중구
2007,명동 엠퍼스트플레이스,2000,63,20231207,,18.6,서울특별시 중구 충무로2가,1114012500,5,중구
2007,명동 엠퍼스트플레이스,3700,61,20230130,,18.6,서울특별시 중구 충무로2가,1114012500,7,중구
2016,충무로엘크루메트로시티2,18500,0,20230106,23.01~25.01,23.03,서울특별시 중구 충무로5가,1114013300,20,중구
2016,충무로엘크루메트로시티2,1000,68,20230107,,23.03,서울특별시 중구 충무로5가,1114013300,9,중구
2016,충무로엘크루메트로시티2,1000,80,20231208,23.01~24.01,23.03,서울특별시 중구 충무로5가,1114013300,5,중구
1999,광희동금호트윈 오피스텔,500,50,20230104,23.01~25.01,29.88,서울특별시 중구 광희동1가,1114014500,6,중구
2022,동대문D플레이스,26000,0,20231102,,24.34,서울특별시 중구 광희동1가,1114014500,13,중구
2020,남산 오렌지카운티,23500,0,20230104,,18.49,서울특별시 중구 쌍림동,1114014700,11,중구
2020,남산 오렌지카운티,2000,90,20230104,24.03~25.03,18.49,서울특별시 중구 쌍림동,1114014700,5,중구
2020,남산 오렌지카운티,7000,50,20231109,23.01~24.01,18.49,서울특별시 중구 쌍림동,1114014700,8,중구
2004,타임캐슬 오피스텔,1000,80,20231205,23.02~24.01,39.88,서울특별시 중구 을지로6가,1114014800,10,중구
2003,정건벨라지오오피스텔,500,61,20231108,,29.25,서울특별시 중구 을지로5가,1114015100,5,중구
2014,코발트팰리스,1000,65,20230104,23.01~24.01,20.36,서울특별시 중구 오장동,1114015400,14,중구
2021,오장동 오팰리오,13000,0,20230106,23.02~25.01,18.12,서울특별시 중구 오장동,1114015400,4,중구
2020,오렌지카운티을지로,18000,0,20230106,23.01~25.01,21.12,서울특별시 중구 오장동,1114015400,4,중구
2021,오장동 오팰리오,20000,0,20231101,23.02~25.02,18.12,서울특별시 중구 오장동,1114015400,6,중구
2020,오렌지카운티을지로,16000,0,20231101,23.01~25.01,18.36,서울특별시 중구 오장동,1114015400,2,중구
2020,오렌지카운티을지로,18500,0,20231102,23.01~25.01,18.36,서울특별시 중구 오장동,1114015400,7,중구
2021,오장동 오팰리오,22500,0,20231103,,18.12,서울특별시 중구 오장동,1114015400,7,중구
2021,오장동 오팰리오,2000,80,20231104,23.03~24.03,22.63,서울특별시 중구 오장동,1114015400,6,중구
2021,오장동 오팰리오,1000,80,20231104,23.01~24.01,18.12,서울특별시 중구 오장동,1114015400,7,중구
2020,오렌지카운티을지로,18200,0,20231107,,18.18,서울특별시 중구 오장동,1114015400,4,중구
2021,오장동 오팰리오,21500,0,20230120,,18.12,서울특별시 중구 오장동,1114015400,7,중구
2018,이지마루 오장,5000,99,20231206,23.02~24.02,34.52,서울특별시 중구 오장동,1114015400,2,중구
2020,오렌지카운티을지로,1000,80,20231207,,18.36,서울특별시 중구 오장동,1114015400,4,중구
2021,오장동 오팰리오,21000,0,20230131,23.02~25.02,18.12,서울특별시 중구 오장동,1114015400,5,중구
2013,엘크루 메트로시티,1000,90,20230109,23.01~24.01,26.78,서울특별시 중구 충무로3가,1114015800,8,중구
2013,엘크루 메트로시티,1000,110,20231101,23.01~24.01,36.72,서울특별시 중구 충무로3가,1114015800,15,중구
2013,엘크루 메트로시티,25000,0,20231107,23.02~25.02,36.46,서울특별시 중구 충무로3가,1114015800,11,중구
2013,엘크루 메트로시티,3000,80,20230120,23.01~24.01,26.27,서울특별시 중구 충무로3가,1114015800,17,중구
2013,엘크루 메트로시티,1000,90,20231205,23.01~23.05,28.94,서울특별시 중구 충무로3가,1114015800,17,중구
2013,엘크루 메트로시티,1000,84,20231207,23.03~24.02,28.94,서울특별시 중구 충무로3가,1114015800,14,중구
2013,엘크루 메트로시티,1000,85,20231208,23.01~24.01,26.27,서울특별시 중구 충무로3가,1114015800,16,중구
2013,엘크루 메트로시티,21500,0,20230131,23.03~25.03,28.1,서울특별시 중구 충무로3가,1114015800,16,중구
2013,엘크루 메트로시티,1000,85,20230131,23.03~24.03,26.27,서울특별시 중구 충무로3가,1114015800,13,중구
2018,제이매크로 타워,18350,0,20231101,23.01~25.01,19.35,서울특별시 중구 저동2가,1114016100,14,중구
2018,제이매크로 타워,15000,20,20231109,23.03~25.03,19.35,서울특별시 중구 저동2가,1114016100,11,중구
2018,제이매크로 타워,20000,0,20231206,23.02~24.02,24.85,서울특별시 중구 저동2가,1114016100,10,중구
2018,제이매크로 타워,3400,76,20230130,,22.6,서울특별시 중구 저동2가,1114016100,5,중구
2018,제이매크로 타워,5000,67,20230130,23.02~25.02,22.47,서울특별시 중구 저동2가,1114016100,8,중구
2018,제이매크로 타워,1000,79,20230131,,19.35,서울특별시 중구 저동2가,1114016100,6,중구
2021,(372-49),20000,0,20230105,,20.76,서울특별시 중구 신당동,1114016200,5,중구
2018,아리스타 에스디,1000,79,20230107,,18.7,서울특별시 중구 신당동,1114016200,7,중구
2014,신당아르브,16500,0,20230109,23.02~25.02,21.31,서울특별시 중구 신당동,1114016200,8,중구
2018,아리스타 에스디,1000,77,20230110,23.01~24.01,18.7,서울특별시 중구 신당동,1114016200,5,중구
2003,(340-123),15000,0,20231101,23.02~25.02,22.4,서울특별시 중구 신당동,1114016200,2,중구
2018,대현프리몰,1000,87,20231102,23.03~25.03,27.32,서울특별시 중구 신당동,1114016200,7,중구
2004,신당동 오피스텔,500,35,20231103,23.01~24.01,13.95,서울특별시 중구 신당동,1114016200,4,중구
2015,(420-9),1000,100,20231106,23.02~25.01,33.01,서울특별시 중구 신당동,1114016200,2,중구
2015,푸르미르,20000,0,20231106,,32.51,서울특별시 중구 신당동,1114016200,6,중구
2018,대현프리몰,1000,67,20231107,23.02~25.02,18.18,서울특별시 중구 신당동,1114016200,4,중구
2021,(372-49),20000,0,20231107,23.02~25.02,20.34,서울특별시 중구 신당동,1114016200,6,중구
2020,은수빌딩,1000,65,20231108,,17.22,서울특별시 중구 신당동,1114016200,7,중구
2016,신당역솔하임,17000,0,20231109,23.03~24.03,18.8,서울특별시 중구 신당동,1114016200,11,중구
2020,스페이스민,1000,90,20231204,23.01~24.01,20.52,서울특별시 중구 신당동,1114016200,13,중구
2015,장충아이빌2,24000,0,20231205,23.02~25.02,29.96,서울특별시 중구 신당동,1114016200,6,중구
2016,신당역솔하임,2000,70,20231205,23.01~24.01,18.8,서울특별시 중구 신당동,1114016200,10,중구
2020,은수빌딩,1000,73,20231206,23.02~24.02,20.19,서울특별시 중구 신당동,1114016200,3,중구
2021,(372-49),3000,70,20230131,,20.34,서울특별시 중구 신당동,1114016200,3,중구
2014,동대문 와이즈 캐슬,1000,70,20230102,23.02~24.02,21.35,서울특별시 중구 흥인동,1114016300,3,중구
2014,청계천 두산위브더제니스,20000,0,20230102,23.01~25.01,46.74,서울특별시 중구 흥인동,1114016300,15,중구
2014,청계천 두산위브더제니스,2000,140,20230103,23.02~25.02,46.74,서울특별시 중구 흥인동,1114016300,9,중구
2014,동대문 와이즈 캐슬,1000,63,20230103,23.01~24.01,19.92,서울특별시 중구 흥인동,1114016300,5,중구
2016,리마크빌 동대문,1000,87,20230106,23.03~24.03,28.62,서울특별시 중구 흥인동,1114016300,8,중구
2014,동대문 와이즈 캐슬,1000,58,20230107,23.02~24.02,21.35,서울특별시 중구 흥인동,1114016300,3,중구
2013,(91),1000,65,20230109,23.02~24.02,24.35,서울특별시 중구 흥인동,1114016300,7,중구
2014,동대문 와이즈 캐슬,500,65,20230110,23.02~24.02,19.92,서울특별시 중구 흥인동,1114016300,3,중구
2013,(91),10000,35,20231102,23.02~25.02,22.89,서울특별시 중구 흥인동,1114016300,14,중구
2016,동대문솔하임,500,100,20231103,23.01~23.07,25,서울특별시 중구 흥인동,1114016300,13,중구
2018,위더스하임,26250,0,20231104,23.02~25.02,29.76,서울특별시 중구 흥인동,1114016300,3,중구
2014,청계천 두산위브더제니스,33000,0,20231208,23.03~25.03,46.74,서울특별시 중구 흥인동,1114016300,10,중구
2019,유진빌딩,1000,65,20230120,23.02~24.02,16.05,서울특별시 중구 무학동,1114016400,4,중구
2022,신당 큐브스테이트,19000,0,20230102,,23.96,서울특별시 중구 황학동,1114016500,6,중구
2019,상락재,1000,71,20230104,,20.82,서울특별시 중구 황학동,1114016500,7,중구
2004,올리브1,1000,60,20230104,23.01~24.01,23.73,서울특별시 중구 황학동,1114016500,13,중구
2022,신당 큐브스테이트,19000,0,20230105,23.02~25.02,21.08,서울특별시 중구 황학동,1114016500,10,중구
2021,메트하임 신당역 오피스텔,10000,70,20230105,23.01~24.01,24.19,서울특별시 중구 황학동,1114016500,18,중구
2014,아미인,13500,0,20230106,23.02~25.02,18.23,서울특별시 중구 황학동,1114016500,5,중구
